Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
RATCHET  CLANK FULL FRONTAL ASSAULT,PSV,2012,Adventure,Sony Computer Entertainment,10000.0,,,,10000
RAY GIGANT,PSV,2015,Role-Playing,Namco Bandai Games,,,40000.0,,40000
RAYMAN LEGENDS,PSV,2014,Platform,Ubisoft,30000.0,120000.0,,50000.0,210000
RAYMAN ORIGINS,PSV,2012,Platform,Ubisoft,130000.0,350000.0,,110000.0,590000
REALITY FIGHTERS,PSV,2012,Fighting,Sony Computer Entertainment,60000.0,60000.0,,30000.0,140000
REFRAIN NO CHIKA MEIKYUU TO MAJO NO RYODAN,PSV,2016,Action,Nippon Ichi Software,,,40000.0,,40000
REINE DES FLEURS,PSV,2015,Action,Idea Factory,,,20000.0,,20000
RENAI REVENGE,PSV,2015,Adventure,TGL,,,30000.0,,30000
RESIDENT EVIL REVELATIONS 2,PSV,2015,Action,Capcom,10000.0,50000.0,60000.0,10000.0,130000
RESISTANCE BURNING SKIES,PSV,2012,Shooter,Sony Computer Entertainment,210000.0,160000.0,20000.0,70000.0,450000
REWRITE,PSV,2014,Adventure,Prototype,,,10000.0,,10000
RIDGE RACER,PSV,2011,Racing,Namco Bandai Games,40000.0,80000.0,50000.0,30000.0,200000
ROKYUBU SECRET PHOTO OP,PSV,2014,Adventure,Kadokawa Games,,,10000.0,,10000
ROBOTICSNOTES,PSV,2014,Adventure,5pb,,,20000.0,,20000
ROOT INFINITY REXX,PSV,2015,Adventure,Idea Factory,,,20000.0,,20000
ROSE TO TASOGARE NO KOJOU,PSV,2016,Action,Nippon Ichi Software,,,20000.0,,20000
RUGBY 15,PSV,2015,Sports,Bigben Interactive,,50000.0,,10000.0,60000
RUGBY WORLD CUP 2015,PSV,2015,Sports,Ubisoft,,30000.0,,10000.0,40000
SAENAI KANOJO NO SODATEKATA BLESSING FLOWERS,PSV,2015,Action,5pb,,,20000.0,,20000
SAKI ZENKOKUHEN,PSV,2015,Misc,Kaga Create,,,50000.0,,50000
SAKURASOU NO PET NA KANOJO,PSV,2013,Adventure,Kadokawa Games,,,10000.0,,10000
SAMURAI  DRAGONS,PSV,2012,Action,Sega,,,20000.0,,20000
SAMURAI WARRIORS 4,PSV,2014,Action,Tecmo Koei,,,110000.0,,110000
SAMURAI WARRIORS 4II,PSV,2015,Action,Tecmo Koei,,,50000.0,,50000
SAMURAI WARRIORS 4 EMPIRES,PSV,2015,Action,Tecmo Koei,,,50000.0,,50000
SAMURAI WARRIORS CHRONICLES 3,PSV,2014,Action,Tecmo Koei,,,60000.0,,60000
SANGOKU KOI SENKI OMOIDE GAESHI  CS EDITION,PSV,2016,Adventure,Prototype,,,10000.0,,10000
SENGOKU OTOME LEGEND BATTLE,PSV,2016,Action,Unknown,,,20000.0,,20000
SENJOU NO WALTZ,PSV,2014,Adventure,Idea Factory,,,20000.0,,20000
SENRAN KAGURA SHINOVI VERSUS SHJOTACHI NO SHMEI,PSV,2013,Fighting,Marvelous Entertainment,130000.0,20000.0,160000.0,50000.0,360000
SENRAN KAGURA BON APPÉTIT,PSV,2014,Misc,Marvelous Entertainment,,,30000.0,,30000
SENRAN KAGURA ESTIVAL VERSUS,PSV,2015,Action,Marvelous Interactive,60000.0,50000.0,90000.0,30000.0,230000
SHIN HAYARIGAMI,PSV,2014,Adventure,Nippon Ichi Software,,,50000.0,,50000
SHIN HAYARIGAMI 2,PSV,2016,Adventure,Nippon Ichi Software,,,10000.0,,10000
SHIN KAMAITACHI NO YORU 11 HITOME NO SUSPECT,PSV,2011,Adventure,ChunSoft,,,50000.0,,50000
SHINOBI KOI UTSUTSU SETSUGETSUKA KOI EMAKI,PSV,2015,Action,Idea Factory,,,10000.0,,10000
SHINOBIDO 2 TALES OF THE NINJA,PSV,2011,Action,Sony Computer Entertainment,60000.0,50000.0,20000.0,30000.0,160000
SHIREN THE WANDERER 5 PLUS FORTUNE TOWER AND THE DICE OF FATE,PSV,2015,Action,Aksys Games,10000.0,,40000.0,,50000
SHITSUJI GA ARUJI O ERABU TOKI,PSV,2016,Adventure,Unknown,,,10000.0,,10000
SID MEIERS CIVILIZATION REVOLUTION 2,PSV,2015,Strategy,Take-Two Interactive,,,20000.0,,20000
SILENT HILL BOOK OF MEMORIES,PSV,2012,Action,Konami Digital Entertainment,130000.0,60000.0,,40000.0,240000
SLY COOPER THIEVES IN TIME,PSV,2013,Platform,Sony Computer Entertainment Europe,160000.0,60000.0,,50000.0,280000
SOCCER TSUKU PRO SOCCER CLUB O TSUKUROU,PSV,2013,Sports,Sega,,,70000.0,,70000
SONIC  ALLSTARS RACING TRANSFORMED,PSV,2012,Racing,Sega,120000.0,250000.0,,110000.0,480000
SORCERY SAGA THE CURSE OF THE GREAT CURRY GOD,PSV,2013,Role-Playing,Rising Star Games,,,30000.0,,30000
SOUL SACRIFICE,PSV,2013,Role-Playing,Sony Computer Entertainment,180000.0,90000.0,220000.0,60000.0,560000
SOUL SACRIFICE DELTA,PSV,2014,Action,Sony Computer Entertainment,10000.0,120000.0,120000.0,40000.0,290000
SPACE HULK,PSV,2015,Strategy,Funbox Media,,10000.0,,,10000
SPONGEBOB HEROPANTS,PSV,2015,Platform,Activision,30000.0,10000.0,,10000.0,50000
STEINSGATE,PSV,2013,Adventure,PQube,70000.0,90000.0,,50000.0,210000
STEINSGATE 0,PSV,2015,Adventure,PQube,,,50000.0,,50000
STORM LOVER 2ND V,PSV,2016,Adventure,D3Publisher,,,20000.0,,20000
STRANGER OF SWORD CITY,PSV,2015,Role-Playing,Nippon Ichi Software,20000.0,20000.0,,10000.0,50000
STREET FIGHTER X TEKKEN,PSV,2012,Fighting,Capcom,140000.0,50000.0,10000.0,40000.0,240000
SUMMON NIGHT 6 LOST BORDERS,PSV,2016,Action,Namco Bandai Games,,,60000.0,,60000
SUPER HERO GENERATION,PSV,2014,Role-Playing,Namco Bandai Games,,,40000.0,,40000
SUPER HEROINE CHRONICLE,PSV,2014,Role-Playing,Namco Bandai Games,,,50000.0,,50000
SUPER ROBOT TAISEN OG SAGA MASOU KISHIN III  PRIDE OF JUSTICE,PSV,2013,Strategy,Namco Bandai Games,,,30000.0,,30000
SUPREMACY MMA,PSV,2012,Fighting,505 Games,20000.0,50000.0,,20000.0,90000
SWORD ART ONLINE HOLLOW FRAGMENT,PSV,2014,Role-Playing,Namco Bandai Games,,,300000.0,,300000
SWORD ART ONLINE LOST SONG,PSV,2015,Role-Playing,Namco Bandai Games,80000.0,100000.0,230000.0,50000.0,460000
TAIKO NO TATSUJIN V VERSION,PSV,2015,Action,Namco Bandai Games,,,100000.0,,100000
TAISHOU MOEBIUS LINE VITABLE,PSV,2016,Adventure,dramatic create,,,20000.0,,20000
TALES OF HEARTS,PSV,2013,Role-Playing,Namco Bandai Games,150000.0,130000.0,90000.0,80000.0,450000
TALES OF INNOCENCE R,PSV,2012,Role-Playing,Namco Bandai Games,,,100000.0,,100000
TEARAWAY,PSV,2013,Adventure,Sony Computer Entertainment Europe,170000.0,390000.0,,190000.0,750000
TERRARIA,PSV,2013,Action,Screenlife,,10000.0,90000.0,,110000
TESLAGRAD,PSV,2015,Platform,Rain Games,,10000.0,,,10000
TETRIS ULTIMATE,PSV,2014,Puzzle,Ubisoft,,10000.0,,,10000
THE IDOLMSTER MUST SONGS  RED BOARD  BLUE BOARD,PSV,2015,Misc,Namco Bandai Games,,,40000.0,,40000
THE LEGO MOVIE VIDEOGAME,PSV,2014,Action,Warner Bros. Interactive Entertainment,50000.0,260000.0,,90000.0,410000
THE LEGEND OF HEROES VII THE TRAIL OF BLUE,PSV,2014,Role-Playing,Nihon Falcom Corporation,,,60000.0,,60000
THE LEGEND OF HEROES VII THE TRAIL OF ZERO,PSV,2012,Role-Playing,Falcom Corporation,,,70000.0,,70000
THE LEGEND OF HEROES TRAILS IN THE SKY FIRST CHAPTER,PSV,2015,Role-Playing,Kadokawa Shoten,,,70000.0,,70000
THE LEGEND OF HEROES TRAILS IN THE SKY SC EVOLUTION,PSV,2015,Role-Playing,Kadokawa Games,,,30000.0,,30000
THE LEGEND OF HEROES TRAILS IN THE SKY THIRD CHAPTER,PSV,2016,Role-Playing,Nihon Falcom Corporation,,,20000.0,,20000
THE LEGEND OF HEROES TRAILS OF COLD STEEL,PSV,2013,Role-Playing,Nippon Ichi Software,80000.0,50000.0,140000.0,40000.0,310000
THE LEGEND OF HEROES TRAILS OF COLD STEEL II,PSV,2014,Role-Playing,Nippon Ichi Software,20000.0,,130000.0,10000.0,150000
THE WALKING DEAD SEASON ONE,PSV,2013,Adventure,Square Enix,140000.0,,10000.0,30000.0,180000
THE WALKING DEAD SEASON TWO,PSV,2014,Adventure,Telltale Games,100000.0,,10000.0,30000.0,150000
THE WOLF AMONG US,PSV,2014,Adventure,Telltale Games,50000.0,,,20000.0,70000
TIME TRAVELERS,PSV,2012,Adventure,Level 5,,,50000.0,,50000
TO HEART 2 DUNGEON TRAVELERS,PSV,2015,Adventure,Aqua Plus,,,50000.0,,50000
TO LOVERU TROUBLE DARKNESS BATTLE ECSTASY,PSV,2014,Action,FuRyu,,,50000.0,,50000
TO LOVERU TROUBLE DARKNESS  TRUE PRINCESS,PSV,2015,Action,FuRyu,,,20000.0,,20000
TOKUSHU HOUDOUBU,PSV,2012,Adventure,Nippon Ichi Software,,,30000.0,,30000
TOKYO GHOUL JAIL,PSV,2015,Racing,Namco Bandai Games,,,50000.0,,50000
TOKYO TWILIGHT GHOST HUNTERS,PSV,2014,Role-Playing,Aksys Games,60000.0,10000.0,20000.0,20000.0,120000
TOKYO XANADU,PSV,2015,Role-Playing,Nihon Falcom Corporation,,,150000.0,,150000
TOUCH MY KATAMARI,PSV,2011,Puzzle,Namco Bandai Games,80000.0,40000.0,,20000.0,140000
TOUKIDEN 2,PSV,2016,Action,Tecmo Koei,,,110000.0,,110000
TOUKIDEN KIWAMI,PSV,2014,Action,Tecmo Koei,50000.0,50000.0,170000.0,30000.0,300000
TOUKIDEN THE AGE OF DEMONS,PSV,2013,Action,Tecmo Koei,50000.0,50000.0,250000.0,30000.0,380000
TSUKI NI YORI SOU OTOME NO SAHOU HIDAMARI NO HIBI,PSV,2015,Adventure,dramatic create,,,20000.0,,20000
TSURUGI NO MACHI NO IHOUJIN KURO NO KYUUDEN,PSV,2015,Role-Playing,Experience Inc.,,,40000.0,,40000
UKIYO NO ROUSHI,PSV,2015,Action,Unknown,,,20000.0,,20000
ULTIMATE MARVEL VS CAPCOM 3,PSV,2011,Fighting,Capcom,200000.0,90000.0,,50000.0,330000
UNCHARTED GOLDEN ABYSS,PSV,2011,Shooter,Sony Computer Entertainment,590000.0,750000.0,130000.0,270000.0,1740000
UNIT 13,PSV,2012,Shooter,Sony Computer Entertainment,290000.0,150000.0,40000.0,70000.0,550000
UPPERS,PSV,2016,Action,Marvelous Entertainment,,,10000.0,,10000
UTA KUMI 575,PSV,2014,Misc,Sega,,,20000.0,,20000
UTA NO PRINCESAMA MUSIC 3,PSV,2016,Action,Broccoli,,,50000.0,,50000
UTAWARERUMONO FUTARI NO HAKUORO,PSV,2016,Misc,Aqua Plus,,,50000.0,,50000
UTAWARERUMONO ITSUWARI NO KAMEN,PSV,2015,Adventure,Aqua Plus,,,70000.0,,70000
VALHALLA KNIGHTS 3,PSV,2013,Role-Playing,Xseed Games,40000.0,10000.0,120000.0,10000.0,190000
VALKYRIE DRIVE BHIKKHUNI,PSV,2015,Action,PQube,,10000.0,70000.0,,80000
VIRTUA TENNIS 4 WORLD TOUR,PSV,2011,Sports,Sega,50000.0,300000.0,10000.0,120000.0,470000
WRC 5 FIA WORLD RALLY CHAMPIONSHIP,PSV,2015,Sports,Bigben Interactive,,60000.0,,20000.0,80000
WAND OF FORTUNE R,PSV,2016,Adventure,Idea Factory,,,10000.0,,10000
WARRIORS OROCHI 3,PSV,2013,Action,Tecmo Koei,,,70000.0,,70000
WHITE ALBUM 2 SHIAWASE NO MUKOUGAWA,PSV,2013,Adventure,Aqua Plus,,,20000.0,,20000
WINNING POST 7 2013,PSV,2013,Sports,Tecmo Koei,,,20000.0,,20000
WINNING POST 8,PSV,2014,Racing,Tecmo Koei,,,40000.0,,40000
WINNING POST 8 2015,PSV,2015,Action,Tecmo Koei,,,20000.0,,20000
WIPEOUT 2048,PSV,2012,Racing,Sony Computer Entertainment,140000.0,190000.0,,60000.0,390000
WORLD TRIGGER BORDERLESS MISSION,PSV,2015,Action,Namco Bandai Games,,,40000.0,,40000
XBLAZE CODE EMBRYO,PSV,2013,Adventure,Arc System Works,30000.0,,10000.0,10000.0,50000
XBLAZE LOST MEMORIES,PSV,2015,Adventure,Arc System Works,20000.0,,,10000.0,30000
YAHARI GAME DEMO ORE NO SEISHUN LOVEKOME HAMACHI GATTEIRU,PSV,2013,Adventure,5pb,,,20000.0,,20000
YOMAWARI,PSV,2015,Adventure,Nippon Ichi Software,,,60000.0,,60000
YORU NO NAI KUNI,PSV,2015,Role-Playing,Tecmo Koei,,,70000.0,,70000
YS VIII LACRIMOSA OF DANA,PSV,2016,Role-Playing,Nihon Falcom Corporation,,,90000.0,,90000
YS MEMORIES OF CELCETA,PSV,2012,Action,Nihon Falcom Corporation,150000.0,10000.0,100000.0,40000.0,290000
YUKI YUNA IS A HERO MEMORY OF THE FOREST,PSV,2015,Action,FuRyu,,,40000.0,,40000
YUUSHA SHISU,PSV,2016,Role-Playing,Nippon Ichi Software,,,20000.0,,20000
ZERO ESCAPE ZERO TIME DILEMMA,PSV,2016,Adventure,Aksys Games,30000.0,,20000.0,10000.0,60000
HTOLNIQ THE FIREFLY DIARY,PSV,2014,Platform,Nippon Ichi Software,,,10000.0,,10000
ALL JAPAN PRO WRESTLING FEATURING VIRTUA,SAT,1997,Fighting,Sega,,,150000.0,,150000
AMERICA OUDAN ULTRAQUIZ,SAT,1995,Misc,Victor Interactive,,,20000.0,,20000
BAKU BAKU,SAT,1995,Puzzle,Sega,,,50000.0,,50000
BATTLE ARENA TOSHINDEN REMIX,SAT,1994,Fighting,Sega,,,120000.0,,120000
BATTLE ARENA TOSHINDEN URA,SAT,1995,Fighting,Sega,,,30000.0,,30000
BIG ICHIGEKI PACHISLOT TAIKOURYKU UNIVERSAL MUSEUM,SAT,1996,Misc,ASK,,,30000.0,,30000
BLACKMATRIX,SAT,1998,Strategy,NEC Interchannel,,,80000.0,,80000
BLAZING HEROES,SAT,1995,Role-Playing,Sega,,,300000.0,,300000
BURNING RANGERS,SAT,1998,Platform,Sega,,,60000.0,,60000
CENTER RING BOXING,SAT,1994,Fighting,JVC,,,120000.0,,120000
CHOUJIKUU YOUSAI MACROSS AI OBOETE IMASU KA,SAT,1997,Shooter,Namco Bandai Games,,,100000.0,,100000
CLOCKWORK KNIGHT,SAT,1994,Platform,Sega,,,90000.0,,90000
CODE R,SAT,1998,Adventure,Quintet,,,20000.0,,20000
CYBER TROOPERS VIRTUALON,SAT,1995,Fighting,Sega,,,420000.0,,420000
DARIUS GAIDEN,SAT,1995,Shooter,Acclaim Entertainment,,,100000.0,,100000
DARIUS II,SAT,1995,Shooter,Taito,,,30000.0,,30000
DAYTONA USA,SAT,1994,Racing,Sega,,,550000.0,,550000
DAYTONA USA CHAMPIONSHIP CIRCUIT EDITION,SAT,1995,Racing,Sega,,,140000.0,,140000
DEAD OR ALIVE,SAT,1997,Fighting,Tecmo Koei,,,180000.0,,180000
DECATHLETE,SAT,1994,Sports,Sega,,,300000.0,,300000
DEEP FEAR,SAT,1998,Adventure,Sega,,,80000.0,,80000
DERBY STALLION,SAT,1999,Sports,ASCII Entertainment,,,90000.0,,90000
DESIRE,SAT,1997,Adventure,Imadio,,,140000.0,,140000
DETANA TWINBEE YAHHO DELUXE PACK,SAT,1995,Shooter,Konami Digital Entertainment,,,130000.0,,130000
DOUKOKU SHOSHITE,SAT,1998,Adventure,Data East,,,110000.0,,110000
DOUKYUUSEI 2,SAT,1997,Role-Playing,NEC Interchannel,,,130000.0,,130000
DOUKYUUSEI IF,SAT,1996,Role-Playing,NEC,,,260000.0,,260000
DRAGON BALL Z IDAINARU DRAGON BALL DENSETSU,SAT,1995,Fighting,Namco Bandai Games,,,150000.0,,150000
DRAGON BALL Z SHIN BUTOUDEN,SAT,1995,Fighting,Namco Bandai Games,,,90000.0,,90000
DRAGON FORCE,SAT,1996,Strategy,Sega,,,300000.0,,300000
DRAGON FORCE II KAMISARISHI DAICHI NI,SAT,1998,Strategy,Sega,,,80000.0,,80000
E0 ENEMY ZERO,SAT,1996,Adventure,Sega,,,410000.0,,410000
EVE BURST ERROR,SAT,1997,Adventure,Imagineer,,,210000.0,,210000
EVE THE LOST ONE,SAT,1998,Adventure,Imagineer,,,160000.0,,160000
F1 CHALLENGE,SAT,1994,Racing,Sega,,,180000.0,,180000
FIGHTERS MEGAMIX,SAT,1996,Fighting,Sega,,,620000.0,,620000
FIGHTING VIPERS,SAT,1995,Fighting,Sega,,,400000.0,,400000
FIRE PROWRESTLING S 6MEN SCRAMBLE,SAT,1996,Fighting,Human Entertainment,,,120000.0,,120000
GOTHA ISMAILIA SENEKI,SAT,1995,Strategy,Sega,,,80000.0,,80000
GALACTIC ATTACK,SAT,1994,Shooter,Acclaim Entertainment,,,250000.0,,250000
GALAXY FIGHT,SAT,1994,Fighting,Sunsoft,,,40000.0,,40000
GALE RACER,SAT,1994,Racing,Sega,,,70000.0,,70000
GAROU DENSETSU 3 ROAD TO THE FINAL VICTORY,SAT,1996,Fighting,SNK,,,50000.0,,50000
GOLDEN AXE THE DUEL,SAT,1994,Fighting,Sega,,,50000.0,,50000
GRANDIA,SAT,1997,Role-Playing,ESP,,,420000.0,,420000
GUARDIAN HEROES,SAT,1995,Role-Playing,Sega,,,290000.0,,290000
GUNGRIFFON,SAT,1995,Simulation,Sega,,,190000.0,,190000
GUNGRIFFON II,SAT,1998,Simulation,ESP,,,60000.0,,60000
GUNBIRD,SAT,1995,Shooter,Atlus,,,60000.0,,60000
HANAGUMI TAISEN COLUMNS,SAT,1997,Puzzle,Sega,,,120000.0,,120000
HANG ON GP,SAT,1995,Racing,Sega,,,70000.0,,70000
HANKOU SHASHIN,SAT,1996,Adventure,Imagineer,,,30000.0,,30000
HAUNTED CASINO,SAT,1996,Adventure,Societa,,,40000.0,,40000
HIGH VELOCITY MOUNTAIN RACING CHALLENGE,SAT,1995,Racing,Atlus,,,120000.0,,120000
HIGHSCHOOL TERRA STORY,SAT,1998,Adventure,KID,,,30000.0,,30000
IDOL JANSHI SUCHIEPAI REMIX,SAT,1995,Misc,Jaleco,,,100000.0,,100000
IRON STORM,SAT,1995,Shooter,Sega,,,340000.0,,340000
JLEAGUE PRO SOCCER CLUB WO TSUKUROU,SAT,1996,Sports,Sega,,,260000.0,,260000
JLEAGUE PRO SOCCER CLUB WO TSUKUROU 2,SAT,1997,Sports,Sega,,,490000.0,,490000
JLEAGUE VICTORY GOAL,SAT,1995,Sports,Sega,,,150000.0,,150000
JLEAGUE VICTORY GOAL 96,SAT,1996,Sports,Sega,,,290000.0,,290000
KAKYUUSEI,SAT,1997,Strategy,Elf,,,280000.0,,280000
KANZEN CHUUKI PRO YAKYUU GREATEST NINE,SAT,1995,Sports,Sega,,,220000.0,,220000
KEKKON ZENYA,SAT,1995,Adventure,Shogakukan,,,50000.0,,50000
KEKKON MARRIAGE,SAT,1995,Adventure,Shogakukan,,,60000.0,,60000
KIDOU SENKAN NADESICO,SAT,1997,Strategy,Sega,,,150000.0,,150000
KIDOU SENSHI GUNDAM GIREN NO YABOU,SAT,1998,Strategy,Namco Bandai Games,,,250000.0,,250000
LANGRISSER III,SAT,1996,Strategy,NCS,,,200000.0,,200000
LANGRISSER IV,SAT,1997,Strategy,NCS,,,110000.0,,110000
LANGRISSER V THE END OF LEGEND,SAT,1998,Strategy,NCS,,,90000.0,,90000
LAST BRONX,SAT,1996,Fighting,Sega,,,130000.0,,130000
LUNACY,SAT,1996,Adventure,Sega,,,110000.0,,110000
LUNAR 2 ETERNAL BLUE,SAT,1998,Role-Playing,Kadokawa Shoten,,,120000.0,,120000
LUNAR SILVER STAR STORY,SAT,1996,Role-Playing,Kadokawa Shoten,,,230000.0,,230000
LUNAR SILVER STAR STORY COMPLETE,SAT,1997,Role-Playing,Kadokawa Shoten,,,210000.0,,210000
MADOU MONOGATARI,SAT,1998,Role-Playing,Compile,,,30000.0,,30000
MARVEL SUPER HEROES,SAT,1997,Fighting,Capcom,,,60000.0,,60000
MEGA MAN 8 ANNIVERSARY COLLECTORS EDITION,SAT,1997,Platform,Capcom,,,60000.0,,60000
MEGA MAN X4,SAT,1997,Action,Capcom,,,70000.0,,70000
MOBILE SUIT GUNDAM,SAT,1995,Action,Namco Bandai Games,,,410000.0,,410000
MOBILE SUIT GUNDAM SIDE STORY I SENRITSU NO BLUE,SAT,1996,Shooter,Namco Bandai Games,,,280000.0,,280000
MOBILE SUIT GUNDAM SIDE STORY II AOI O UKETSUGU MONO,SAT,1996,Shooter,Namco Bandai Games,,,200000.0,,200000
MOBILE SUIT GUNDAM SIDE STORY III SABAKARESHI MONO,SAT,1997,Shooter,Namco Bandai Games,,,150000.0,,150000
MOMOTARO DOUCHUUKI,SAT,1997,Misc,Hudson Soft,,,130000.0,,130000
MYST,SAT,1994,Adventure,Sunsoft,,,60000.0,,60000
NEON GENESIS EVANGELION,SAT,1996,Adventure,Sega,,,440000.0,,440000
NEON GENESIS EVANGELION 2ND IMPRESSION,SAT,1997,Role-Playing,Sega,,,420000.0,,420000
NIGHTS INTO DREAMS,SAT,1996,Platform,Sega,,,430000.0,,430000
NIGHT WARRIORS DARKSTALKERS REVENGE,SAT,1995,Fighting,Virgin Interactive,,,340000.0,,340000
NIGHTTRUTH EXPLANATION OF THE PARANORMAL  THE MAKING OF NIGHTTRUTH VOICE SELECTION,SAT,1996,Misc,Sonnet,,,20000.0,,20000
NIPPON DAIHYOU TEAM NO KANTOKU NI NAROU SEKAIHATSU SOCCER RPG,SAT,1998,Sports,Sega,,,120000.0,,120000
NOBUNAGA NO YABOU TENSHOKI,SAT,1995,Strategy,Tecmo Koei,,,110000.0,,110000
NONOMURA BYOIN NO HITOBITO,SAT,1996,Adventure,Elf,,,360000.0,,360000
OJYOUSAMA EXPRESS,SAT,1998,Strategy,Media Works,,,30000.0,,30000
PANZER DRAGOON,SAT,1995,Shooter,Sega,,,370000.0,,370000
PANZER DRAGOON II ZWEI,SAT,1995,Shooter,Sega,,,310000.0,,310000
PANZER DRAGOON SAGA,SAT,1997,Role-Playing,Sega,,,110000.0,,110000
PARODIUS,SAT,1995,Shooter,Konami Digital Entertainment,,,160000.0,,170000
PEBBLE BEACH GOLF LINKS,SAT,1994,Sports,Sega,,,20000.0,,20000
POCKET FIGHTER,SAT,1998,Fighting,Capcom,,,30000.0,,30000
PRINCESS MAKER 2,SAT,1995,Simulation,Micro Cabin,,,80000.0,,80000
PRO YAKYUU GREATEST NINE 97,SAT,1997,Sports,Sega,,,210000.0,,210000
PRO YAKYUU GREATEST NINE 98,SAT,1998,Sports,Sega,,,90000.0,,90000
PRO YAKYUU TEAM O TSUKUROU,SAT,1998,Sports,Sega,,,250000.0,,250000
PUYO PUYO SUN,SAT,1997,Puzzle,Compile,,,600000.0,,600000
QUO VADIS,SAT,1995,Strategy,Glams,,,80000.0,,80000
RADIANT SILVERGUN,SAT,1998,Shooter,ESP,,,30000.0,,30000
RAMPO,SAT,1995,Adventure,Sega,,,30000.0,,30000
REAL BOUT GAROU DENSETSU,SAT,1996,Fighting,SNK,,,100000.0,,100000
REAL SOUND KAZE NO RIGURETTO,SAT,1997,Adventure,Warp,,,70000.0,,70000
RESIDENT EVIL,SAT,1997,Action,Capcom,,,170000.0,,170000
ROBOTICA,SAT,1994,Shooter,Sega,,,60000.0,,60000
SAKURA TAISEN 2  KIMI SHINITAMOU KOTO NAKARE,SAT,1998,Adventure,Sega,,,530000.0,,530000
SAKURA TAISEN HANAGUMI TSUUSHIN,SAT,1997,Misc,Sega,,,110000.0,,110000
SAKURA WARS,SAT,1996,Adventure,Sega,,,550000.0,,550000
SAN GOKU SHI V,SAT,1996,Strategy,Tecmo Koei,,,120000.0,,120000
SATURN BOMBERMAN,SAT,1996,Puzzle,Sega,,,150000.0,,150000
SEGA RALLY CHAMPIONSHIP,SAT,1995,Racing,Sega,210000.0,160000.0,770000.0,20000.0,1160000
SEGA TOURING CAR CHAMPIONSHIP,SAT,1996,Racing,Sega,,,110000.0,,110000
SENTIMENTAL GRAFFITI,SAT,1998,Adventure,NEC Interchannel,,,250000.0,,250000
SENTIMENTAL GRAFFITI FIRST WINDOW,SAT,1997,Adventure,NEC Interchannel,,,80000.0,,80000
SHIN MEGAMI TENSEI DEVIL SUMMONER,SAT,1995,Role-Playing,Atlus,,,380000.0,,380000
SHIN MEGAMI TENSEI DEVIL SUMMONER  SOUL HACKERS,SAT,1997,Role-Playing,Atlus,,,310000.0,,310000
SHINING FORCE III,SAT,1997,Strategy,Sega,,,130000.0,,130000
SHINING FORCE III SCENARIO 2,SAT,1998,Strategy,Sega,,,50000.0,,50000
SHINSEIKI EVANGELION KOUTETSU NO GIRLFRIEND,SAT,1998,Adventure,Sega,,,110000.0,,110000
SHIPPUU MAHOU DAISAKUSEN KINGDOMGRANDPRIX,SAT,1996,Shooter,Gaga,,,20000.0,,20000
SIMCITY 2000,SAT,1994,Simulation,Sega,,,280000.0,,280000
SLAYERS ROYAL 2,SAT,1998,Role-Playing,Kadokawa Shoten,,,80000.0,,80000
SONIC JAM,SAT,1997,Platform,Sega,,,120000.0,,120000
SOUND NOVEL MACHI,SAT,1998,Adventure,ChunSoft,,,90000.0,,90000
STREET FIGHTER ALPHA 2,SAT,1995,Fighting,Virgin Interactive,,,320000.0,,320000
STREET FIGHTER ALPHA WARRIORS DREAMS,SAT,1996,Fighting,Capcom,,,350000.0,,350000
STREET FIGHTER COLLECTION,SAT,1996,Fighting,Capcom,,,110000.0,,110000
STRIKERS 1945,SAT,1996,Shooter,Atlus,,,50000.0,,50000
SUPER REAL MAHJONG GRAFFITI,SAT,1995,Misc,Seta Corporation,,,70000.0,,70000
SUPER REAL MAHJONG P V,SAT,1995,Misc,Seta Corporation,,,190000.0,,190000
SUPER ROBOT TAISEN F,SAT,1997,Strategy,Banpresto,,,550000.0,,550000
SUPER ROBOT TAISEN F KANKETSUHEN,SAT,1998,Strategy,Banpresto,,,550000.0,,550000
SWORD  SORCERY,SAT,1996,Role-Playing,Micro Cabin,,,100000.0,,100000
TANJOU S DEBUT,SAT,1996,Simulation,NEC Interchannel,,,60000.0,,60000
TENCHI MUYOU RYOUKOUKI GOKURAKU,SAT,1995,Adventure,Yumedia,,,60000.0,,60000
TENGAI MAKYOU DAISHI NO MOKUSHIROKU  THE APOCALYPSE IV,SAT,1997,Role-Playing,Hudson Soft,,,260000.0,,260000
THE HOUSE OF THE DEAD,SAT,1997,Shooter,Sega,,,130000.0,,130000
THE KING OF FIGHTERS 95,SAT,1995,Fighting,SNK Playmore,,,280000.0,,280000
THE KING OF FIGHTERS 96,SAT,1996,Fighting,SNK,,,210000.0,,210000
THE KING OF FIGHTERS 97,SAT,1998,Fighting,SNK,,,170000.0,,170000
THE SPACE BAR,SAT,1996,Adventure,Sega,,,80000.0,,80000
THEME PARK,SAT,1994,Simulation,Electronic Arts,,,80000.0,,80000
TOKIMEKI MAHJONG PARADISE KOI NO TENPAI BEAT,SAT,1995,Misc,Sonnet,,,40000.0,,40000
TOKIMEKI MEMORIAL FOREVER WITH YOU,SAT,1996,Simulation,Konami Digital Entertainment,,,380000.0,,380000
TOKIMEKI MEMORIAL TAISEN PAZURUDAMA,SAT,1996,Puzzle,Konami Digital Entertainment,,,80000.0,,80000
