Name,Platform LabelCode,Year,Genre LabelCode,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console,Game Title,Price,Mean,Median,Platform_0,Platform_1,Platform_2,Platform_3,Platform_4,Platform_5,Platform_6,Platform_7,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Genre_8,Genre_9,Genre_10,Genre_11
ROMANCE OF THE THREE KINGDOMS VI AWAKENING OF THE DRAGON,4,1998,11,Tecmo Koei,30000,20000,0,0,50000,PS,ROMANCE OF THE THREE KINGDOMS VI AWAKENING OF THE DRAGON,30,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ROSCO MCQUEEN FIREFIGHTER EXTREME,4,1997,0,Sony Computer Entertainment,50000,40000,0,10000,90000,PS,ROSCO MCQUEEN FIREFIGHTER EXTREME,9,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ROSWELL CONSPIRACIES ALIENS MYTHS  LEGENDS,4,2001,0,Red Storm Entertainment,20000,20000,0,0,40000,PS,ROSWELL CONSPIRACIES ALIENS MYTHS  LEGENDS,8,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RUGRATS STUDIO TOUR,4,1999,1,THQ,570000,670000,0,70000,1310000,PS,RUGRATS STUDIO TOUR,8,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RUGRATS IN PARIS THE MOVIE,4,2000,0,THQ,1960000,1330000,0,230000,3520000,PS,RUGRATS IN PARIS THE MOVIE,9,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RUGRATS SEARCH FOR REPTAR,4,1998,1,THQ,1630000,1530000,0,180000,3340000,PS,RUGRATS SEARCH FOR REPTAR,12,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RUGRATS TOTALLY ANGELICA,4,2001,1,THQ,60000,40000,0,10000,120000,PS,RUGRATS TOTALLY ANGELICA,18,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RUNNING WILD,4,1997,6,989 Studios,50000,30000,0,10000,90000,PS,RUNNING WILD,13,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RUSH HOUR,4,1997,3,Psygnosis,20000,10000,0,0,30000,PS,RUSH HOUR,19,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SCARS,4,1998,6,Ubisoft,50000,30000,0,10000,80000,PS,SCARS,9,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SAGA FRONTIER,4,1997,7,SquareSoft,150000,40000,1070000,90000,1350000,PS,SAGA FRONTIER,49,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SAIYUKI JOURNEY WEST,4,1999,11,Tecmo Koei,30000,20000,0,0,50000,PS,SAIYUKI JOURNEY WEST,44,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SALTWATER SPORTFISHING,4,2001,10,Take-Two Interactive,120000,80000,0,10000,220000,PS,SALTWATER SPORTFISHING,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SAMMY SOSA HIGH HEAT BASEBALL 2001,4,2000,10,3DO,320000,220000,0,40000,580000,PS,SAMMY SOSA HIGH HEAT BASEBALL 2001,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SAN FRANCISCO RUSH EXTREME RACING,4,1997,6,GT Interactive,210000,150000,0,30000,380000,PS,SAN FRANCISCO RUSH EXTREME RACING,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SCRABBLE,4,1999,3,Ubisoft,140000,100000,0,20000,250000,PS,SCRABBLE,6,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SESAME STREET ELMOS LETTER ADVENTURE,4,1998,3,NewKidCo,170000,120000,0,20000,310000,PS,SESAME STREET ELMOS LETTER ADVENTURE,5,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SESAME STREET ELMOS NUMBER JOURNEY,4,1998,3,NewKidCo,130000,90000,0,20000,240000,PS,SESAME STREET ELMOS NUMBER JOURNEY,8,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SHADOW MADNESS,4,1999,0,Crave Entertainment,100000,70000,0,10000,180000,PS,SHADOW MADNESS,12,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SHADOW MAN,4,1998,0,Acclaim Entertainment,140000,90000,0,20000,250000,PS,SHADOW MAN,12,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SHADOW MASTER,4,1997,1,Psygnosis,50000,40000,0,10000,100000,PS,SHADOW MASTER,10,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SHADOW TOWER,4,1998,7,From Software,10000,10000,70000,10000,100000,PS,SHADOW TOWER,115,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SHANGHAI TRUE VALOR,4,1998,5,Activision,10000,10000,0,0,20000,PS,SHANGHAI TRUE VALOR,9,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SHELLSHOCK,4,1995,0,Core Design Ltd.,60000,40000,0,10000,100000,PS,SHELLSHOCK,8,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SHOCKWAVE ASSAULT,4,1995,9,Electronic Arts,50000,40000,0,10000,90000,PS,SHOCKWAVE ASSAULT,18,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SILENT HILL,4,1999,0,Konami Digital Entertainment,710000,480000,300000,100000,1600000,PS,SILENT HILL,126,True,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SILHOUETTE MIRAGE,4,1998,4,ESP,30000,20000,0,0,50000,PS,SILHOUETTE MIRAGE,70,True,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SIM THEME PARK,4,1999,11,Electronic Arts,350000,240000,0,40000,630000,PS,SIM THEME PARK,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SIMCITY 2000,4,1996,9,Maxis,680000,460000,0,80000,1220000,PS,SIMCITY 2000,2,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SKELETON WARRIORS,4,1996,4,Virgin Interactive,40000,30000,0,10000,80000,PS,SKELETON WARRIORS,16,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SKULLMONKEYS,4,1998,4,DreamWorks Interactive,70000,50000,0,10000,130000,PS,SKULLMONKEYS,85,True,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SKYDIVING EXTREME,4,2001,10,Banpresto,40000,30000,0,10000,80000,PS,SKYDIVING EXTREME,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLED STORM,4,1998,6,Electronic Arts,900000,610000,0,110000,1620000,PS,SLED STORM,5,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SMALL SOLDIERS,4,1998,4,Electronic Arts,340000,230000,0,40000,610000,PS,SMALL SOLDIERS,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SNOWBOARDING,4,2000,10,Midas Interactive Entertainment,160000,110000,0,20000,290000,PS,SNOWBOARDING,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SOUTH PARK,4,1998,8,Acclaim Entertainment,390000,270000,0,50000,710000,PS,SOUTH PARK,19,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SOUTH PARK RALLY,4,1998,6,Acclaim Entertainment,200000,130000,0,20000,360000,PS,SOUTH PARK RALLY,14,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SOUTH PARK CHEFS LUV SHACK,4,1998,3,Acclaim Entertainment,170000,120000,0,20000,310000,PS,SOUTH PARK CHEFS LUV SHACK,12,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SOVIET STRIKE,4,1996,9,Electronic Arts,650000,440000,0,80000,1170000,PS,SOVIET STRIKE,5,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPACE GRIFFON VF9,4,1995,7,Panther Software,20000,20000,120000,10000,170000,PS,SPACE GRIFFON VF9,46,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPACE HULK VENGEANCE OF THE BLOOD ANGELS,4,1995,8,Electronic Arts,40000,30000,0,0,70000,PS,SPACE HULK VENGEANCE OF THE BLOOD ANGELS,21,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPACE JAM,4,1996,10,Acclaim Entertainment,510000,350000,0,60000,920000,PS,SPACE JAM,15,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SPAWN THE ETERNAL,4,1997,0,Sony Computer Entertainment,140000,90000,0,20000,240000,PS,SPAWN THE ETERNAL,26,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPEC OPS AIRBORNE COMMANDO,4,2002,8,Take-Two Interactive,1540000,460000,0,80000,2069999,PS,SPEC OPS AIRBORNE COMMANDO,5,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPEC OPS COVERT ASSAULT,4,2001,8,Take-Two Interactive,240000,160000,0,30000,430000,PS,SPEC OPS COVERT ASSAULT,4,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPEC OPS RANGER ELITE,4,2001,8,TalonSoft,490000,330000,0,60000,870000,PS,SPEC OPS RANGER ELITE,2,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPEED PUNKS,4,1998,6,Sony Computer Entertainment,110000,80000,0,10000,200000,PS,SPEED PUNKS,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPEED RACER,4,1996,6,Tomy Corporation,40000,20000,0,0,70000,PS,SPEED RACER,18,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPEEDBALL 2100,4,2000,10,Empire Interactive,100000,70000,0,10000,180000,PS,SPEEDBALL 2100,4,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SPICE WORLD,4,1998,0,Sony Computer Entertainment,370000,250000,0,40000,670000,PS,SPICE WORLD,6,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPIDERMAN,4,2000,0,Activision,1700000,1250000,20000,160000,3130000,PS,SPIDERMAN,19,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPIDERMAN 2 ENTER ELECTRO,4,2001,0,Activision,570000,870000,20000,90000,1550000,PS,SPIDERMAN 2 ENTER ELECTRO,33,False,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPIN JAM,4,2000,5,Empire Interactive,170000,120000,0,20000,310000,PS,SPIN JAM,2,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SPONGEBOB SQUAREPANTS SUPERSPONGE,4,2001,0,THQ,1120000,580000,0,80000,1780000,PS,SPONGEBOB SQUAREPANTS SUPERSPONGE,8,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SPORTS CAR GT,4,1999,6,Electronic Arts,120000,80000,0,10000,220000,PS,SPORTS CAR GT,4,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPOT GOES TO HOLLYWOOD,4,1996,4,Virgin Interactive,40000,30000,0,0,70000,PS,SPOT GOES TO HOLLYWOOD,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SPYRO THE DRAGON,4,1998,4,Sony Computer Entertainment,3360000,1360000,70000,210000,5000000,PS,SPYRO THE DRAGON,23,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SPYRO YEAR OF THE DRAGON,4,2000,4,Sony Computer Entertainment,1930000,1580000,0,190000,3710000,PS,SPYRO YEAR OF THE DRAGON,19,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STAR FIGHTER,4,1995,8,Telstar,40000,20000,0,0,60000,PS,STAR FIGHTER,10,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
STAR OCEAN THE SECOND STORY,4,1998,7,Sony Computer Entertainment,260000,100000,720000,20000,1100000,PS,STAR OCEAN THE SECOND STORY,50,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
STAR TREK INVASION,4,2000,9,Activision,150000,100000,0,20000,260000,PS,STAR TREK INVASION,14,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
STAR WARS EPISODE I THE PHANTOM MENACE,4,1999,1,LucasArts,720000,890000,40000,100000,1740000,PS,STAR WARS EPISODE I THE PHANTOM MENACE,4,False,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
STAR WARS DARK FORCES,4,1996,8,LucasArts,310000,210000,0,40000,550000,PS,STAR WARS DARK FORCES,18,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
STAR WARS DEMOLITION,4,2000,6,Activision,250000,170000,0,30000,460000,PS,STAR WARS DEMOLITION,11,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
STAR WARS MASTERS OF TERAS KASI,4,1997,0,LucasArts,380000,260000,0,40000,680000,PS,STAR WARS MASTERS OF TERAS KASI,14,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STARWINDER THE ULTIMATE SPACE RACE,4,1996,6,Mindscape,30000,20000,0,0,60000,PS,STARWINDER THE ULTIMATE SPACE RACE,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
STREAK HOVERBOARD RACING,4,1998,6,GT Interactive,90000,60000,0,10000,150000,PS,STREAK HOVERBOARD RACING,5,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
STREET FIGHTER ALPHA 2,4,1996,2,Virgin Interactive,140000,90000,570000,60000,850000,PS,STREET FIGHTER ALPHA 2,23,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STREET FIGHTER ALPHA 3,4,1998,2,Virgin Interactive,380000,120000,510000,20000,1030000,PS,STREET FIGHTER ALPHA 3,19,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STREET FIGHTER ALPHA WARRIORS DREAMS,4,1995,2,Virgin Interactive,170000,110000,430000,50000,760000,PS,STREET FIGHTER ALPHA WARRIORS DREAMS,99,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STREET FIGHTER COLLECTION,4,1997,2,Capcom,0,0,90000,10000,100000,PS,STREET FIGHTER COLLECTION,52,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STREET FIGHTER EX PLUS ALPHA,4,1997,2,Virgin Interactive,280000,190000,230000,50000,750000,PS,STREET FIGHTER EX PLUS ALPHA,45,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STREET FIGHTER EX2 PLUS,4,1998,2,Virgin Interactive,130000,90000,0,20000,230000,PS,STREET FIGHTER EX2 PLUS,86,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STREET FIGHTER THE MOVIE,4,1995,2,Acclaim Entertainment,100000,70000,0,10000,170000,PS,STREET FIGHTER THE MOVIE,68,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STREET RACER,4,1996,6,Ubisoft,90000,60000,0,10000,160000,PS,STREET RACER,12,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
STREET SK8ER,4,1998,10,Electronic Arts,370000,250000,0,40000,670000,PS,STREET SK8ER,9,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
STRIDER 2,4,2000,4,Virgin Interactive,50000,30000,0,10000,80000,PS,STRIDER 2,94,True,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
STRIKE POINT,4,1996,9,Elite,40000,30000,0,0,70000,PS,STRIKE POINT,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
STRIKER 96,4,1995,10,Time Warner Interactive,40000,30000,0,10000,80000,PS,STRIKER 96,19,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
STRIKERS 1945,4,1998,8,Midas Interactive Entertainment,70000,50000,0,10000,120000,PS,STRIKERS 1945,27,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SUIKODEN,4,1995,7,Konami Digital Entertainment,210000,140000,210000,40000,600000,PS,SUIKODEN,65,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SUPER PUZZLE FIGHTER II TURBO,4,1996,5,Virgin Interactive,80000,50000,0,10000,140000,PS,SUPER PUZZLE FIGHTER II TURBO,37,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SUPERBIKE 2000,4,1999,6,Electronic Arts,150000,100000,0,20000,270000,PS,SUPERBIKE 2000,5,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SURF RIDERS,4,1999,10,Ubisoft,70000,50000,0,10000,130000,PS,SURF RIDERS,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SYDNEY 2000,4,2000,10,Eidos Interactive,150000,100000,0,20000,270000,PS,SYDNEY 2000,1,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SYNDICATE WARS,4,1997,11,Electronic Arts,20000,10000,0,0,40000,PS,SYNDICATE WARS,28,False,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SYPHON FILTER,4,1999,8,Sony Computer Entertainment,2029999,720000,20000,110000,2880000,PS,SYPHON FILTER,10,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SYPHON FILTER 2,4,2000,8,Sony Computer Entertainment,1500000,550000,20000,80000,2150000,PS,SYPHON FILTER 2,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SYPHON FILTER 3,4,2001,8,Sony Computer Entertainment,290000,200000,0,30000,520000,PS,SYPHON FILTER 3,16,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TAI FU WRATH OF THE TIGER,4,1998,0,Activision,80000,60000,0,10000,150000,PS,TAI FU WRATH OF THE TIGER,19,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAIL OF THE SUN,4,1996,7,ArtDink,10000,10000,0,0,20000,PS,TAIL OF THE SUN,49,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TECMO SUPER BOWL,4,1996,10,Tecmo Koei,60000,40000,0,10000,120000,PS,TECMO SUPER BOWL,26,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TEKKEN,4,1995,2,Sony Computer Entertainment,950000,1300000,770000,220000,3240000,PS,TEKKEN,74,True,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TEKKEN 2,4,1996,2,Sony Computer Entertainment,2260000,1890000,1360000,230000,5740000,PS,TEKKEN 2,8,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TEKKEN 3,4,1998,2,Sony Computer Entertainment,3270000,2220000,1400000,290000,7160000,PS,TEKKEN 3,16,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TENCHU 2 BIRTH OF THE STEALTH ASSASSINS,4,2000,0,Activision,320000,220000,0,40000,580000,PS,TENCHU 2 BIRTH OF THE STEALTH ASSASSINS,28,False,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TENCHU STEALTH ASSASSINS,4,1997,0,Activision,950000,640000,270000,130000,1990000,PS,TENCHU STEALTH ASSASSINS,13,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TEST DRIVE 4,4,1997,6,Electronic Arts,670000,460000,0,80000,1210000,PS,TEST DRIVE 4,3,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TEST DRIVE 5,4,1997,6,Accolade,1050000,200000,0,50000,1300000,PS,TEST DRIVE 5,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TEST DRIVE 6,4,1999,6,Atari,400000,270000,0,50000,720000,PS,TEST DRIVE 6,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TEST DRIVE LE MANS,4,1999,6,Infogrames,30000,20000,0,0,50000,PS,TEST DRIVE LE MANS,4,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TETRIS PLUS,4,1996,5,JVC,2100000,240000,0,70000,2400000,PS,TETRIS PLUS,12,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
THEME HOSPITAL,4,1998,11,Electronic Arts,30000,20000,30000,10000,90000,PS,THEME HOSPITAL,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
THEME PARK,4,1994,9,Electronic Arts,240000,160000,130000,40000,570000,PS,THEME PARK,9,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
THOUSAND ARMS,4,1998,7,Atlus,60000,40000,0,10000,120000,PS,THOUSAND ARMS,100,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
THREADS OF FATE,4,1999,7,SquareSoft,120000,80000,0,10000,210000,PS,THREADS OF FATE,41,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
THUNDER FORCE V PERFECT SYSTEM,4,1998,8,TechnoSoft,30000,20000,0,0,50000,PS,THUNDER FORCE V PERFECT SYSTEM,92,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
THUNDER TRUCK RALLY,4,1997,6,Psygnosis,80000,50000,0,10000,140000,PS,THUNDER TRUCK RALLY,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
THUNDERSTRIKE 2,4,1994,9,Core Design Ltd.,100000,70000,0,10000,190000,PS,THUNDERSTRIKE 2,7,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TIGER WOODS PGA TOUR 2000,4,1998,10,Electronic Arts,370000,250000,0,40000,660000,PS,TIGER WOODS PGA TOUR 2000,4,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TIGERSHARK,4,1997,9,GT Interactive,40000,30000,0,0,70000,PS,TIGERSHARK,8,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TIGGERS HONEY HUNT,4,2000,4,Ubisoft,160000,110000,0,20000,280000,PS,TIGGERS HONEY HUNT,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TIME COMMANDO,4,1996,0,Adeline Software,100000,70000,0,10000,170000,PS,TIME COMMANDO,9,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIME CRISIS,4,1997,8,Namco Bandai Games,380000,870000,330000,100000,1680000,PS,TIME CRISIS,17,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TIME CRISIS PROJECT TITAN,4,2001,8,Namco Bandai Games,30000,20000,0,0,50000,PS,TIME CRISIS PROJECT TITAN,44,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TINY TANK,4,1998,0,Sony Computer Entertainment,190000,130000,0,20000,340000,PS,TINY TANK,15,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TINY TOON ADVENTURES PLUCKYS BIG ADVENTURE,4,2001,0,Conspiracy Entertainment,150000,100000,0,20000,270000,PS,TINY TOON ADVENTURES PLUCKYS BIG ADVENTURE,5,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TINY TOON ADVENTURES THE GREAT BEANSTALK,4,1998,3,Sony Computer Entertainment,170000,120000,0,20000,310000,PS,TINY TOON ADVENTURES THE GREAT BEANSTALK,5,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TOBAL NO1,4,1996,2,Sony Computer Entertainment,120000,80000,660000,60000,920000,PS,TOBAL NO1,26,False,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TOKYO HIGHWAY BATTLE,4,1996,6,Jaleco,60000,40000,210000,20000,330000,PS,TOKYO HIGHWAY BATTLE,14,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TOM CLANCYS RAINBOW SIX,4,1999,8,Red Storm Entertainment,930000,630000,0,80000,1640000,PS,TOM CLANCYS RAINBOW SIX,2,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TOM CLANCYS RAINBOW SIX ROGUE SPEAR,4,2001,8,Ubisoft,130000,90000,0,20000,230000,PS,TOM CLANCYS RAINBOW SIX ROGUE SPEAR,6,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TOMB RAIDER,4,1996,0,Eidos Interactive,2290000,1970000,130000,240000,4630000,PS,TOMB RAIDER,23,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TOMB RAIDER CHRONICLES,4,1999,0,Eidos Interactive,340000,230000,0,40000,610000,PS,TOMB RAIDER CHRONICLES,20,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TOMB RAIDER II,4,1997,0,Eidos Interactive,2300000,2460000,200000,280000,5240000,PS,TOMB RAIDER II,11,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TOMB RAIDER III ADVENTURES OF LARA CROFT,4,1997,0,Eidos Interactive,1660000,1580000,120000,180000,3540000,PS,TOMB RAIDER III ADVENTURES OF LARA CROFT,3,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TOMB RAIDER THE LAST REVELATION,4,1998,0,Eidos Interactive,1150000,1140000,60000,130000,2480000,PS,TOMB RAIDER THE LAST REVELATION,3,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
