Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
DIGIMON WORLD 2,PS,2000,Role-Playing,Namco Bandai Games,230000.0,160000.0,160000.0,40000.0,580000
DINO CRISIS,PS,1998,Action,Capcom,810000.0,760000.0,700000.0,140000.0,2410000
DINO CRISIS 2,PS,2000,Action,Virgin Interactive,340000.0,490000.0,280000.0,100000.0,1210000
DISCWORLD,PS,1994,Adventure,Psygnosis,40000.0,20000.0,,,60000
DISCWORLD II MORTALITY BYTES,PS,1996,Adventure,Psygnosis,10000.0,10000.0,,,20000
DISNEYS 102 DALMATIANS PUPPIES TO THE RESCUE,PS,2000,Platform,Eidos Interactive,340000.0,230000.0,,40000.0,620000
DISNEYS ALADDIN IN NASIRAS REVENGE,PS,2000,Action,Sony Computer Entertainment,50000.0,40000.0,,10000.0,90000
DISNEYS ATLANTIS THE LOST EMPIRE,PS,2001,Platform,Sony Computer Entertainment,100000.0,70000.0,,10000.0,170000
DISNEYS DONALD DUCK GOIN QUACKERS,PS,2000,Platform,Ubisoft,80000.0,60000.0,,10000.0,150000
DISNEYS HERCULES  DISNEYS THE JUNGLE BOOK GROOVE PARTY  A BUGS LIFE,PS,2003,Misc,Sony Computer Entertainment,230000.0,150000.0,,30000.0,400000
DISNEYS STORY STUDIO DISNEYS MULAN,PS,1999,Misc,Sony Computer Entertainment,90000.0,60000.0,,10000.0,150000
DISNEYS TARZAN  DISNEYS ALADDIN IN NASIRAS REVENGE  DISNEYS THE EMPERORS NEW GROOVE ACTION GAME,PS,2003,Misc,Sony Computer Entertainment,690000.0,470000.0,,80000.0,1230000
DISNEYS THE EMPERORS NEW GROOVE,PS,2000,Platform,Sony Computer Entertainment,170000.0,120000.0,,20000.0,310000
DISNEYS THE LION KING SIMBAS MIGHTY ADVENTURE,PS,2000,Action,Activision,80000.0,60000.0,,10000.0,150000
DISRUPTOR,PS,1995,Shooter,Interplay,70000.0,50000.0,,10000.0,130000
DOKI OKI,PS,1995,Adventure,Banpresto,,,20000.0,,30000
DOKO DEMO ISSYO,PS,1999,Misc,Sony Computer Entertainment,,,1000000.0,70000.0,1070000
DOOM,PS,1994,Shooter,Infogrames,430000.0,300000.0,,50000.0,780000
DRAGON BALL GT FINAL BOUT,PS,1997,Fighting,Namco Bandai Games,20000.0,20000.0,220000.0,20000.0,270000
DRAGON BALL Z IDAINARU DRAGON BALL DENSETSU,PS,1996,Fighting,Namco Bandai Games,,,180000.0,10000.0,190000
DRAGON QUEST IV MICHIBIKARESHI MONOTACHI,PS,2001,Role-Playing,Enix Corporation,,,1200000.0,10000.0,1210000
DRAGON QUEST MONSTERS 12,PS,2002,Role-Playing,Enix Corporation,,,300000.0,20000.0,320000
DRAGON QUEST VII WARRIORS OF EDEN,PS,2000,Role-Playing,Enix Corporation,200000.0,140000.0,4099999.0,20000.0,4470000
DRAGON TALES DRAGON SEEK,PS,2000,Platform,Ubisoft,50000.0,30000.0,,10000.0,90000
DRAGON VALOR,PS,1999,Role-Playing,Sony Computer Entertainment,40000.0,30000.0,,,70000
DRAGONHEART FIRE  STEEL,PS,1996,Action,Acclaim Entertainment,20000.0,10000.0,,,30000
DRAGONSEEDS,PS,1998,Action,Jaleco,30000.0,20000.0,40000.0,10000.0,100000
DRIVER,PS,1999,Action,GT Interactive,3110000.0,2800000.0,20000.0,330000.0,6270000
DRIVER 2,PS,2000,Action,Atari,2360000.0,2100000.0,20000.0,250000.0,4730000
DUCATI WORLD RACING CHALLENGE,PS,2001,Racing,Acclaim Entertainment,20000.0,10000.0,,,30000
DUKE NUKEM LAND OF THE BABES,PS,2000,Shooter,Atari,40000.0,30000.0,,,80000
DUKE NUKEM TIME TO KILL,PS,1998,Shooter,Take-Two Interactive,770000.0,540000.0,,70000.0,1380000
DUKE NUKEM TOTAL MELTDOWN,PS,1997,Shooter,GT Interactive,340000.0,230000.0,,40000.0,610000
DUNE 2000,PS,1999,Strategy,Electronic Arts,140000.0,90000.0,,20000.0,250000
DYNASTY WARRIORS,PS,1997,Action,Tecmo Koei,90000.0,60000.0,110000.0,20000.0,270000
ET THE EXTRATERRESTRIAL INTERPLANETARY MISSION,PS,2001,Platform,Ubisoft,20000.0,10000.0,,,40000
ECW ANARCHY RULZ,PS,1999,Fighting,Acclaim Entertainment,60000.0,40000.0,,10000.0,110000
ECW HARDCORE REVOLUTION,PS,1999,Fighting,Acclaim Entertainment,270000.0,180000.0,,30000.0,480000
ESPN EXTREME GAMES,PS,1994,Sports,Sony Computer Entertainment,110000.0,80000.0,170000.0,30000.0,380000
ESPN XGAMES PRO BOARDER,PS,1997,Sports,Sony Computer Entertainment,180000.0,120000.0,,20000.0,320000
ECHO NIGHT,PS,1998,Adventure,From Software,30000.0,20000.0,70000.0,10000.0,120000
EHRGEIZ,PS,1998,Fighting,SquareSoft,170000.0,120000.0,,20000.0,300000
EINHÄNDER,PS,1997,Shooter,SquareSoft,100000.0,70000.0,130000.0,20000.0,310000
ELEMENTAL GEARBOLT,PS,1997,Shooter,Sony Computer Entertainment,30000.0,20000.0,,,60000
EPIDEMIC,PS,1995,Shooter,Sony Computer Entertainment,20000.0,10000.0,100000.0,10000.0,140000
ETERNAL EYES,PS,1999,Role-Playing,Sunsoft,80000.0,50000.0,,10000.0,140000
EVIL DEAD HAIL TO THE KING,PS,2000,Adventure,THQ,150000.0,100000.0,,20000.0,270000
EVIL ZONE,PS,1998,Fighting,Titus,140000.0,100000.0,,20000.0,250000
EXPENDABLE,PS,1999,Action,Infogrames,30000.0,20000.0,,,50000
EXTREME PINBALL,PS,1995,Misc,Electronic Arts,180000.0,120000.0,,20000.0,320000
F1 2000,PS,2000,Racing,Electronic Arts,140000.0,90000.0,,20000.0,250000
F1 RACING CHAMPIONSHIP,PS,2000,Racing,Video System,60000.0,40000.0,,10000.0,110000
FIFA 2000,PS,1998,Sports,Electronic Arts,220000.0,1470000.0,40000.0,140000.0,1870000
FIFA 2001 MAJOR LEAGUE SOCCER,PS,2000,Sports,Electronic Arts,180000.0,120000.0,,20000.0,320000
FIFA SOCCER 2002,PS,2001,Sports,Electronic Arts,80000.0,60000.0,,10000.0,150000
FIFA SOCCER 96,PS,1995,Sports,Electronic Arts,90000.0,60000.0,,10000.0,160000
FIFA SOCCER 97,PS,1996,Sports,Electronic Arts,90000.0,60000.0,,10000.0,160000
FIFA ROAD TO WORLD CUP 98,PS,1997,Sports,Electronic Arts,140000.0,90000.0,460000.0,50000.0,730000
FADE TO BLACK,PS,1996,Action,Electronic Arts,190000.0,130000.0,,20000.0,340000
FANTASTIC FOUR,PS,1997,Action,Acclaim Entertainment,40000.0,30000.0,,,70000
FATAL FURY WILD AMBITION,PS,1999,Fighting,SNK Playmore,30000.0,20000.0,,,50000
FEAR EFFECT,PS,1998,Action,Eidos Interactive,400000.0,270000.0,,50000.0,720000
FEAR EFFECT 2 RETRO HELIX,PS,2001,Action,Eidos Interactive,100000.0,70000.0,,10000.0,180000
FELONY 1179,PS,1997,Racing,ASCII Entertainment,60000.0,40000.0,,10000.0,110000
FIGHTER MAKER,PS,1998,Fighting,Agetec,50000.0,40000.0,70000.0,10000.0,170000
FIGHTING FORCE,PS,1997,Fighting,Eidos Interactive,730000.0,500000.0,,90000.0,1320000
FIGHTING FORCE 2,PS,1999,Action,Eidos Interactive,310000.0,210000.0,,40000.0,550000
FINAL DOOM,PS,1995,Shooter,GT Interactive,150000.0,100000.0,,20000.0,270000
FINAL FANTASY ANTHOLOGY,PS,1999,Role-Playing,Square EA,450000.0,300000.0,,50000.0,800000
FINAL FANTASY CHRONICLES,PS,2001,Role-Playing,Square,290000.0,200000.0,,30000.0,520000
FINAL FANTASY COLLECTION,PS,1999,Role-Playing,Square,,,420000.0,30000.0,450000
FINAL FANTASY IV,PS,1997,Simulation,SquareSoft,,,290000.0,20000.0,310000
FINAL FANTASY IX,PS,2000,Role-Playing,SquareSoft,1620000.0,770000.0,2780000.0,140000.0,5300000
FINAL FANTASY TACTICS,PS,1997,Role-Playing,SquareSoft,930000.0,120000.0,1340000.0,60000.0,2450000
FINAL FANTASY V,PS,1998,Role-Playing,SquareSoft,,,160000.0,10000.0,170000
FINAL FANTASY VI,PS,1999,Role-Playing,Sony Computer Entertainment,,,80000.0,10000.0,80000
FINAL FANTASY VII,PS,1997,Role-Playing,Sony Computer Entertainment,3010000.0,2470000.0,3280000.0,960000.0,9720000
FINAL FANTASY VII INTERNATIONAL,PS,1997,Role-Playing,Square,,,590000.0,40000.0,630000
FINAL FANTASY VIII,PS,1999,Role-Playing,SquareSoft,2280000.0,1720000.0,3630000.0,230000.0,7860000
FIRE PROWRESTLING G,PS,1999,Fighting,Human Entertainment,,,180000.0,10000.0,190000
FISHERMANS BAIT 2 BIG OL BASS,PS,1999,Sports,Konami Digital Entertainment,160000.0,110000.0,,20000.0,290000
FORD RACING,PS,2001,Racing,Empire Interactive,480000.0,330000.0,,60000.0,860000
FORMULA 1,PS,1996,Racing,Psygnosis,180000.0,120000.0,420000.0,50000.0,760000
FORMULA 1 CHAMPIONSHIP EDITION,PS,1997,Racing,Psygnosis,60000.0,40000.0,230000.0,20000.0,360000
FORSAKEN,PS,1998,Shooter,Acclaim Entertainment,130000.0,90000.0,,20000.0,240000
FOX SPORTS GOLF 99,PS,1997,Sports,Gremlin Interactive Ltd,80000.0,50000.0,,10000.0,140000
FOXKIDSCOM MICRO MANIACS RACING,PS,2000,Racing,Codemasters,60000.0,40000.0,,10000.0,110000
FRANK THOMAS BIG HURT BASEBALL,PS,1996,Sports,Acclaim Entertainment,80000.0,50000.0,,10000.0,140000
FROGGER,PS,1997,Action,Hasbro Interactive,3790000.0,270000.0,,110000.0,4160000
FROGGER 2 SWAMPYS REVENGE,PS,1999,Action,Hasbro Interactive,800000.0,540000.0,,90000.0,1430000
FROM TV ANIMATION ONE PIECE GRAND BATTLE 2,PS,2002,Fighting,Namco Bandai Games,,,560000.0,40000.0,600000
FROM TV ANIMATION ONE PIECE TOBIDASE KAIZOKUDAN,PS,2001,Role-Playing,Namco Bandai Games,,,320000.0,20000.0,350000
FRONT MISSION 2,PS,1997,Strategy,SquareSoft,,,490000.0,30000.0,530000
FRONT MISSION 3,PS,1999,Strategy,SquareSoft,100000.0,70000.0,310000.0,30000.0,520000
FRONT MISSION ALTERNATIVE,PS,1997,Strategy,SquareSoft,,,130000.0,10000.0,140000
FUTURE COP LAPD,PS,1997,Simulation,Electronic Arts,160000.0,110000.0,,20000.0,300000
G DARIUS,PS,1997,Shooter,THQ,40000.0,30000.0,,,70000
GPOLICE,PS,1997,Action,Psygnosis,130000.0,90000.0,,20000.0,240000
GPOLICE WEAPONS OF JUSTICE,PS,1999,Action,Psygnosis,30000.0,20000.0,,,60000
GALAGA DESTINATION EARTH,PS,2000,Shooter,Hasbro Interactive,130000.0,90000.0,,20000.0,240000
GALERIANS,PS,1999,Adventure,Crave Entertainment,80000.0,60000.0,,10000.0,150000
GALLOP RACER,PS,1999,Sports,Tecmo Koei,,,180000.0,10000.0,190000
GALLOP RACER JP,PS,1996,Sports,Tecmo Koei,40000.0,30000.0,160000.0,20000.0,240000
GALLOP RACER 2000,PS,2000,Sports,Tecmo Koei,,,110000.0,10000.0,120000
GALLOP RACER 2 ONE AND ONLY ROAD TO VICTORY,PS,1997,Sports,Tecmo Koei,,,250000.0,20000.0,270000
GAUNTLET LEGENDS,PS,2000,Action,Midway Games,260000.0,180000.0,,30000.0,470000
GEKIDO,PS,1999,Fighting,Infogrames,60000.0,40000.0,,10000.0,100000
GEX,PS,1995,Platform,Crystal Dynamics,490000.0,330000.0,,60000.0,870000
GEX 3 DEEP COVER GECKO,PS,1999,Platform,Eidos Interactive,300000.0,200000.0,,30000.0,530000
GEX ENTER THE GECKO,PS,1998,Platform,BMG Interactive Entertainment,320000.0,220000.0,,40000.0,580000
GHOST IN THE SHELL,PS,1997,Simulation,Sony Computer Entertainment,60000.0,40000.0,,10000.0,100000
GLOVER,PS,1999,Platform,Atari,90000.0,60000.0,,10000.0,170000
GOAL STORM 97,PS,1996,Sports,Konami Digital Entertainment,10000.0,,90000.0,10000.0,110000
GOLD AND GLORY THE ROAD TO EL DORADO,PS,2000,Adventure,Ubisoft,30000.0,20000.0,,,60000
GOUKETUJI ICHIZOKU 2 CHOTTODAKE SAIKYOU DENSETSU,PS,1995,Fighting,Atlus,,,100000.0,10000.0,100000
GRAN TURISMO,PS,1997,Racing,Sony Computer Entertainment,4019999.0,3870000.0,2540000.0,520000.0,10950000
GRAN TURISMO 2,PS,1999,Racing,Sony Computer Entertainment,3880000.0,3420000.0,1690000.0,500000.0,9490000
GRAND SLAM,PS,1997,Misc,Virgin Interactive,20000.0,20000.0,,,40000
GRAND THEFT AUTO,PS,1997,Action,Take-Two Interactive,790000.0,1350000.0,40000.0,140000.0,2320000
GRAND THEFT AUTO 2,PS,1998,Action,Take-Two Interactive,1130000.0,2069999.0,,220000.0,3420000
GRAND THEFT AUTO MISSION PACK 1 LONDON 1969,PS,1998,Adventure,Take-Two Interactive,60000.0,40000.0,,10000.0,110000
GRANDIA,PS,1999,Role-Playing,Ubisoft,140000.0,90000.0,,20000.0,250000
GRID RUNNER,PS,1996,Action,Virgin Interactive,20000.0,10000.0,,,30000
GRIND SESSION,PS,2000,Sports,Sony Computer Entertainment,240000.0,170000.0,,30000.0,440000
GRUDGE WARRIORS,PS,1999,Action,Take-Two Interactive,230000.0,160000.0,,30000.0,410000
GUARDIANS CRUSADE,PS,1998,Role-Playing,Activision,70000.0,50000.0,,10000.0,120000
GUILTY GEAR,PS,1998,Fighting,Virgin Interactive,30000.0,20000.0,70000.0,10000.0,140000
GUITAR FREAKS,PS,1999,Simulation,Konami Digital Entertainment,,,230000.0,20000.0,240000
GUNDAM BATTLE ASSAULT,PS,1998,Fighting,Namco Bandai Games,130000.0,90000.0,,20000.0,230000
GUNDAM THE BATTLE MASTER,PS,1997,Fighting,Namco Bandai Games,,,130000.0,10000.0,140000
GUNSHIP,PS,1996,Simulation,Microprose,150000.0,100000.0,,20000.0,270000
HBO BOXING,PS,2000,Fighting,Acclaim Entertainment,120000.0,80000.0,,10000.0,210000
HARDBALL 5,PS,1996,Sports,SPS,70000.0,40000.0,,10000.0,120000
HARRY POTTER AND THE CHAMBER OF SECRETS,PS,2002,Action,Electronic Arts,750000.0,1090000.0,20000.0,120000.0,1980000
HARRY POTTER AND THE SORCERERS STONE,PS,2001,Action,Electronic Arts,1370000.0,2000000.0,140000.0,220000.0,3730000
HARVEST MOON BACK TO NATURE,PS,1999,Simulation,Ubisoft,110000.0,70000.0,120000.0,20000.0,320000
HEART OF DARKNESS,PS,1998,Platform,Ocean,180000.0,120000.0,,20000.0,320000
HELLO KITTYS CUBE FRENZY,PS,1998,Puzzle,Culture Publishers,50000.0,30000.0,,10000.0,90000
HERCS ADVENTURES,PS,1997,Action,Virgin Interactive,20000.0,10000.0,,,40000
HERMIE HOPPERHEAD SCRAP PANIC,PS,1995,Platform,Sony Computer Entertainment,,,20000.0,,30000
HEXEN BEYOND HERETIC,PS,1997,Shooter,GT Interactive,60000.0,40000.0,,10000.0,110000
HIOCTANE THE TRACK FIGHTS BACK,PS,1995,Racing,Electronic Arts,30000.0,20000.0,,,50000
HIGH HEAT BASEBALL 2002,PS,2001,Sports,3DO,20000.0,20000.0,,,40000
HIKARU NO GO HEIAN GENSOU IBUNROKU,PS,2002,Adventure,Konami Digital Entertainment,,,60000.0,,70000
HOGS OF WAR,PS,2000,Strategy,Infogrames,10000.0,10000.0,,,20000
HOSHIGAMI RUINING BLUE EARTH,PS,2001,Role-Playing,Max Five,30000.0,20000.0,,,50000
HOT SHOTS GOLF,PS,1997,Sports,Sony Computer Entertainment,290000.0,200000.0,2130000.0,180000.0,2790000
HOT SHOTS GOLF 2,PS,1999,Sports,Sony Computer Entertainment,250000.0,120000.0,1480000.0,30000.0,1880000
HOT WHEELS TURBO RACING,PS,1999,Racing,Electronic Arts,590000.0,400000.0,,70000.0,1070000
HOUSHINENGI,PS,1998,Strategy,Tecmo Koei,,,130000.0,10000.0,140000
HYDRO THUNDER,PS,1999,Racing,Midway Games,260000.0,170000.0,,30000.0,460000
HYPER FORMATION SOCCER,PS,1995,Sports,Human Entertainment,,,100000.0,10000.0,110000
ISS PRO EVOLUTION,PS,1998,Sports,Konami Digital Entertainment,,,710000.0,50000.0,760000
IDE YOSUKE NO MAHJONG KAZOKU,PS,1995,Misc,Seta Corporation,,,40000.0,,40000
IMPACT RACING,PS,1996,Racing,JVC,30000.0,20000.0,,,60000
IN COLD BLOOD,PS,2000,Adventure,Sony Computer Entertainment,20000.0,10000.0,,,30000
IN THE HUNT,PS,1995,Shooter,THQ,30000.0,20000.0,70000.0,10000.0,140000
INCREDIBLE CRISIS,PS,1999,Action,Titus,40000.0,30000.0,,10000.0,80000
INDEPENDENCE DAY,PS,1997,Shooter,Fox Interactive,250000.0,170000.0,,30000.0,440000
INSPECTOR GADGET GADGETS CRAZY MAZE,PS,2001,Puzzle,Ubisoft,30000.0,20000.0,,,50000
INTELLIGENT QUBE,PS,1997,Puzzle,Sony Computer Entertainment,130000.0,70000.0,1000000.0,20000.0,1220000
INTERACTIVE SAMPLER DISC 6,PS,1997,Misc,Sony Computer Entertainment,80000.0,50000.0,,10000.0,140000
INTERNATIONAL SUPERSTAR SOCCER PRO 98,PS,1998,Sports,Konami Digital Entertainment,20000.0,20000.0,350000.0,30000.0,420000
INTERNATIONAL TRACK  FIELD,PS,1996,Sports,Konami Digital Entertainment,80000.0,50000.0,350000.0,30000.0,510000
INTERNATIONAL TRACK  FIELD 2000,PS,1999,Sports,Konami Digital Entertainment,60000.0,40000.0,,10000.0,110000
INTERPLAY SPORTS BASEBALL 2000,PS,1999,Sports,Interplay,30000.0,20000.0,,,60000
INUYASHA A FEUDAL FAIRY TALE,PS,2002,Fighting,Namco Bandai Games,,,100000.0,10000.0,110000
INVASION FROM BEYOND,PS,1998,Shooter,GT Interactive,50000.0,30000.0,,10000.0,90000
IRON  BLOOD,PS,1996,Fighting,Acclaim Entertainment,80000.0,50000.0,,10000.0,140000
IRON MAN  XO MANOWAR IN HEAVY METAL,PS,1996,Platform,Acclaim Entertainment,50000.0,30000.0,,10000.0,80000
IRON SOLDIER 3,PS,1999,Simulation,Telegames,10000.0,10000.0,,,20000
IRRITATING STICK,PS,1998,Action,Saurus,10000.0,10000.0,,,20000
JLEAGUE JIKKYOU WINNING ELEVEN 2000,PS,2000,Sports,Konami Digital Entertainment,,,150000.0,10000.0,160000
JLEAGUE JIKKYOU WINNING ELEVEN 3,PS,1997,Sports,Konami Digital Entertainment,,,180000.0,10000.0,190000
JGTC ALLJAPAN GRAND TOURING CAR CHAMPIONSHIP,PS,1998,Racing,TYO,230000.0,160000.0,,30000.0,420000
JACKIE CHAN STUNTMASTER,PS,1999,Action,Sony Computer Entertainment,120000.0,80000.0,,10000.0,220000
JADE COCOON STORY OF THE TAMAMAYU,PS,1998,Role-Playing,Crave Entertainment,150000.0,100000.0,,20000.0,270000
JAMPACK FALL 2001,PS,2001,Misc,Sony Computer Entertainment,330000.0,220000.0,,40000.0,590000
JAMPACK SUMMER 99,PS,1999,Misc,Sony Computer Entertainment,540000.0,360000.0,,60000.0,960000
JAMPACK SUMMER 2K,PS,2000,Misc,Sony Computer Entertainment,880000.0,600000.0,,100000.0,1580000
JAMPACK VOL 1,PS,1996,Misc,Sony Computer Entertainment,100000.0,70000.0,,10000.0,180000
JAMPACK VOL 2,PS,1996,Misc,Sony Computer Entertainment,300000.0,200000.0,,30000.0,530000
JAMPACK WINTER 98,PS,1998,Misc,Sony Computer Entertainment,630000.0,430000.0,,70000.0,1130000
JAMPACK WINTER 99,PS,1999,Misc,Sony Computer Entertainment,940000.0,640000.0,,110000.0,1690000
JAMPACK WINTER 2000,PS,2000,Misc,Sony Computer Entertainment,550000.0,380000.0,,70000.0,1000000
JEOPARDY,PS,1997,Misc,Hasbro Interactive,390000.0,270000.0,,50000.0,710000
JEOPARDY 2ND EDITION,PS,2000,Misc,Hasbro Interactive,160000.0,110000.0,,20000.0,290000
JEREMY MCGRATH SUPERCROSS 2000,PS,2000,Racing,Acclaim Entertainment,400000.0,270000.0,,50000.0,710000
JEREMY MCGRATH SUPERCROSS 98,PS,1998,Racing,Acclaim Entertainment,910000.0,100000.0,,30000.0,1040000
JERSEY DEVIL,PS,1997,Platform,Ocean,130000.0,90000.0,,10000.0,230000
JET MOTO,PS,1996,Racing,Sony Computer Entertainment,1330000.0,400000.0,30000.0,70000.0,1830000
JET MOTO 2,PS,1997,Racing,Sony Computer Entertainment,1410000.0,420000.0,30000.0,70000.0,1940000
JET MOTO 3,PS,1999,Racing,Sony Computer Entertainment,410000.0,280000.0,,50000.0,740000
JIKKYOU POWERFUL PRO YAKYUU 95,PS,1994,Sports,Konami Digital Entertainment,,,110000.0,10000.0,110000
JIKKYOU POWERFUL PRO YAKYUU 97 KAIMAKUBAN,PS,1997,Sports,Konami Digital Entertainment,,,560000.0,40000.0,590000
JIKKYOU POWERFUL PRO YAKYUU 98 KAIMAKUBAN,PS,1998,Sports,Konami Digital Entertainment,,,550000.0,40000.0,590000
JIKKYOU POWERFUL PRO YAKYUU 98 KETTEIBAN,PS,1998,Sports,Konami Digital Entertainment,,,250000.0,20000.0,270000
JIKKYOU POWERFUL PRO YAKYUU 99 KAIMAKUBAN,PS,1999,Sports,Konami Digital Entertainment,,,760000.0,50000.0,810000
JIKKYOU POWERFUL PRO YAKYUU 99 KETTEIBAN,PS,1999,Sports,Konami Digital Entertainment,,,250000.0,20000.0,260000
JIKKYOU POWERFUL PRO YAKYUU 2000 KAIMAKUBAN,PS,2000,Sports,Konami Digital Entertainment,,,270000.0,20000.0,290000
JIKKYOU POWERFUL PRO YAKYUU 2000 KETTEIBAN,PS,2000,Sports,Konami Digital Entertainment,,,80000.0,10000.0,90000
JIKKYOU POWERFUL PRO YAKYUU 2001,PS,2001,Sports,Konami Digital Entertainment,,,230000.0,20000.0,240000
JOHNNY BAZOOKATONE,PS,1995,Platform,U.S. Gold,30000.0,20000.0,,,50000
JOJOS BIZARRE ADVENTURE,PS,1999,Fighting,Virgin Interactive,10000.0,10000.0,,,20000
JUDGE DREDD,PS,1997,Platform,Gremlin Interactive Ltd,30000.0,20000.0,,,50000
JUMPING FLASH,PS,1995,Platform,Sony Computer Entertainment,50000.0,30000.0,210000.0,20000.0,300000
JUMPING FLASH 2,PS,1996,Platform,Sony Computer Entertainment,50000.0,30000.0,150000.0,20000.0,250000
JUPITER STRIKE,PS,1994,Shooter,Acclaim Entertainment,60000.0,40000.0,,10000.0,110000
K1 GRAND PRIX,PS,1999,Fighting,Jaleco,10000.0,10000.0,,,10000
K1 REVENGE,PS,1997,Fighting,Xing Entertainment,40000.0,30000.0,160000.0,20000.0,240000
KISS PINBALL,PS,2001,Action,Take-Two Interactive,170000.0,120000.0,,20000.0,310000
KAGERO DECEPTION II,PS,1998,Strategy,Virgin Interactive,30000.0,20000.0,220000.0,20000.0,290000
KAMEN RIDER RYUKI,PS,2002,Action,Namco Bandai Games,,,130000.0,10000.0,140000
KARTIA THE WORD OF FATE,PS,1998,Strategy,Konami Digital Entertainment,50000.0,30000.0,120000.0,10000.0,220000
KAWA NO NUSHI TSURI,PS,1998,Sports,Victor Interactive,,,150000.0,10000.0,160000
KENSEI SACRED FIST,PS,1997,Fighting,Konami Digital Entertainment,10000.0,10000.0,,,20000
KILEAK THE DNA IMPERATIVE,PS,1994,Shooter,Sony Computer Entertainment,80000.0,60000.0,210000.0,20000.0,370000
KILLER LOOP,PS,1999,Racing,Crave Entertainment,30000.0,20000.0,,,60000
KILLING ZONE,PS,1996,Fighting,Acclaim Entertainment,30000.0,20000.0,,,60000
KINGS FIELD,PS,1995,Role-Playing,Sony Computer Entertainment,90000.0,60000.0,,10000.0,160000
KINGS FIELD JAPAN,PS,1994,Role-Playing,From Software,,,80000.0,10000.0,80000
KINGS FIELD II,PS,1996,Role-Playing,From Software,80000.0,60000.0,110000.0,20000.0,260000
KLONOA BEACH VOLLEYBALL,PS,2002,Sports,Namco Bandai Games,30000.0,20000.0,,,60000
KLONOA DOOR TO PHANTOMILE,PS,1997,Platform,Sony Computer Entertainment,,,170000.0,10000.0,180000
KNOCKOUT KINGS,PS,1997,Fighting,Electronic Arts,1070000.0,390000.0,,60000.0,1520000
KNOCKOUT KINGS 2000,PS,1999,Fighting,Electronic Arts,1020000.0,340000.0,,50000.0,1410000
KNOCKOUT KINGS 2001,PS,2000,Fighting,Electronic Arts,230000.0,150000.0,,30000.0,410000
KONAMI ARCADE CLASSICS,PS,1999,Misc,Konami Digital Entertainment,20000.0,10000.0,,,40000
KOUDELKA,PS,1999,Role-Playing,Atari,50000.0,30000.0,,10000.0,80000
KOWLOONS GATE,PS,1997,Adventure,Sony Computer Entertainment,,,140000.0,10000.0,150000
KRAZY IVAN,PS,1995,Simulation,Psygnosis,40000.0,30000.0,,,80000
KURT WARNERS ARENA FOOTBALL UNLEASHED,PS,2000,Sports,Midway Games,70000.0,50000.0,,10000.0,130000
KURUSHI FINAL MENTAL BLOCKS,PS,1998,Puzzle,Sony Computer Entertainment,,,320000.0,20000.0,340000
LEGO ISLAND 2 THE BRICKSTERS REVENGE,PS,2001,Adventure,LEGO Media,100000.0,70000.0,,10000.0,180000
LEGO RACERS,PS,1999,Racing,LEGO Media,200000.0,140000.0,,20000.0,360000
LEGO ROCK RAIDERS,PS,1999,Strategy,LEGO Media,60000.0,40000.0,,10000.0,100000
LARGO WINCH  COMMANDO SAR,PS,2002,Adventure,Ubisoft,10000.0,10000.0,,,20000
LEGEND OF LEGAIA,PS,1998,Role-Playing,Sony Computer Entertainment,370000.0,250000.0,,40000.0,660000
LEGEND OF MANA,PS,1999,Role-Playing,SquareSoft,180000.0,130000.0,730000.0,70000.0,1110000
LETHAL ENFORCERS I  II,PS,1996,Shooter,Konami Digital Entertainment,20000.0,10000.0,,,30000
LOONEY TUNES RACING,PS,2000,Racing,Infogrames,160000.0,110000.0,,20000.0,290000
LOONEY TUNES SHEEP RAIDER,PS,2001,Platform,Infogrames,70000.0,50000.0,,10000.0,120000
LUCKY LUKE,PS,1998,Platform,Ocean,130000.0,90000.0,,20000.0,240000
LUNAR 2 ETERNAL BLUE COMPLETE,PS,1999,Role-Playing,Kadokawa Shoten,190000.0,130000.0,,20000.0,350000
LUNAR SILVER STAR STORY COMPLETE,PS,1998,Role-Playing,Kadokawa Shoten,270000.0,180000.0,60000.0,40000.0,550000
MMS SHELL SHOCKED,PS,2001,Action,Berkeley,20000.0,10000.0,,,30000
MDK,PS,1997,Shooter,Interplay,110000.0,80000.0,,10000.0,200000
MLB 2000,PS,1999,Sports,Sony Computer Entertainment,520000.0,350000.0,,60000.0,940000
MLB 2001,PS,2000,Sports,Sony Computer Entertainment,490000.0,340000.0,,60000.0,890000
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,240000.0,160000.0,,30000.0,430000
MLB 99,PS,1998,Sports,Sony Computer Entertainment,480000.0,320000.0,,60000.0,860000
MLB PENNANT RACE,PS,1996,Sports,Sony Computer Entertainment,160000.0,110000.0,,20000.0,290000
MTV MUSIC GENERATOR,PS,1999,Misc,Codemasters,260000.0,180000.0,,30000.0,470000
MTV SPORTS PURE RIDE,PS,2000,Sports,THQ,70000.0,50000.0,,10000.0,120000
MACHINE HEAD,PS,1996,Shooter,Eidos Interactive,40000.0,30000.0,,,70000
MACROSS DIGITAL MISSION VFX,PS,1997,Simulation,Namco Bandai Games,,,280000.0,20000.0,300000
MADDEN NFL 2000,PS,1998,Sports,Electronic Arts,1680000.0,40000.0,,40000.0,1750000
