,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1673,Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,"$80,000","$60,000",$0,"$10,000","$150,000"
1674,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,"$1,320,000","$190,000",$0,"$50,000","$1,560,000"
1675,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,"$2,120,000","$250,000",$0,"$70,000","$2,440,000"
1676,Twisted Metal 4,PS,1999,Racing,989 Studios,"$1,070,000","$160,000",$0,"$40,000","$1,280,000"
1677,Twisted Metal III,PS,1998,Action,989 Studios,"$1,480,000","$200,000",$0,"$50,000","$1,730,000"
1679,Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,"$60,000","$40,000",$0,"$10,000","$110,000"
1680,Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,"$140,000","$90,000",$0,"$20,000","$250,000"
1681,Um Jammer Lammy,PS,1998,Misc,Sony Computer Entertainment,"$120,000","$80,000","$410,000","$40,000","$660,000"
1682,Uprising X,PS,1998,Action,3DO,"$40,000","$30,000",$0,$0,"$70,000"
1683,Urban Chaos,PS,1999,Action,Eidos Interactive,"$60,000","$40,000",$0,"$10,000","$100,000"
1684,VMX Racing,PS,1997,Racing,Playmates,"$160,000","$110,000",$0,"$20,000","$280,000"
1685,VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,"$90,000","$60,000",$0,"$10,000","$170,000"
1686,VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,"$30,000","$20,000",$0,$0,"$50,000"
1687,Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,"$300,000","$200,000","$300,000","$60,000","$870,000"
1688,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,"$70,000","$50,000","$630,000","$50,000","$810,000"
1689,Vanark,PS,1999,Shooter,Jaleco,"$10,000","$10,000",$0,$0,"$10,000"
1690,Vandal Hearts,PS,1996,Role-Playing,Konami Digital Entertainment,"$140,000","$90,000","$190,000","$30,000","$450,000"
1691,Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,"$60,000","$40,000",$0,"$10,000","$100,000"
1692,Vanguard Bandits,PS,1998,Strategy,Human Entertainment,"$40,000","$30,000",$0,$0,"$70,000"
1693,Vanishing Point,PS,2001,Racing,Acclaim Entertainment,"$60,000","$40,000",$0,"$10,000","$100,000"
1694,Victory Spike,PS,1996,Sports,Imagineer,$0,$0,"$10,000",$0,"$10,000"
1695,Victory Zone,PS,1995,Misc,Sony Computer Entertainment,$0,$0,"$100,000","$10,000","$110,000"
1696,Viewpoint,PS,1995,Shooter,Electronic Arts,"$40,000","$30,000",$0,$0,"$70,000"
1697,Vigilante 8,PS,1998,Racing,Activision,"$680,000","$470,000",$0,"$80,000","$1,230,000"
1698,Vigilante 8: 2nd Offense,PS,1999,Racing,Activision,"$270,000","$180,000",$0,"$30,000","$480,000"
1699,Virtual Pool,PS,1997,Sports,Interplay,"$280,000","$190,000",$0,"$30,000","$510,000"
1700,Virtual Pro Wrestling,PS,1996,Fighting,Asmik Ace Entertainment,$0,$0,"$90,000","$10,000","$100,000"
1701,WCW Backstage Assault,PS,1999,Action,Electronic Arts,"$120,000","$80,000",$0,"$10,000","$210,000"
1702,WCW Mayhem,PS,1998,Fighting,Electronic Arts,"$680,000","$460,000",$0,"$80,000","$1,220,000"
1703,WCW Nitro,PS,1998,Fighting,THQ,"$1,420,000","$360,000","$30,000","$70,000","$1,880,000"
1704,WCW vs the World,PS,1998,Fighting,THQ,"$1,170,000","$200,000","$40,000","$50,000","$1,460,000"
1705,WCW/NWO Thunder,PS,1998,Fighting,THQ,"$1,100,000","$480,000","$40,000","$70,000","$1,690,000"
1706,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,"$1,270,000","$420,000",$0,"$70,000","$1,760,000"
1707,WWF SmackDown!,PS,2000,Fighting,THQ,"$2,010,000","$1,350,000","$60,000","$160,000","$3,580,000"
1708,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,"$1,760,000","$1,210,000","$70,000","$160,000","$3,200,000"
1709,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,"$2,470,000","$760,000",$0,"$130,000","$3,360,000"
1710,WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,"$30,000","$20,000",$0,$0,"$60,000"
1711,WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,"$350,000","$240,000",$0,"$40,000","$620,000"
1712,Walt Disney World Quest: Magical Racing Tour,PS,2000,Racing,Eidos Interactive,"$250,000","$170,000",$0,"$30,000","$450,000"
1713,Walt Disney's The Jungle Book: Rhythm N'Groove,PS,2000,Misc,Sony Computer Entertainment,"$50,000","$30,000",$0,"$10,000","$90,000"
1714,War Gods,PS,1996,Fighting,GT Interactive,"$10,000","$10,000",$0,$0,"$30,000"
1715,WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,"$180,000","$120,000",$0,"$20,000","$310,000"
1716,Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,"$20,000","$10,000",$0,$0,"$40,000"
1717,Warhammer: Shadow of the Horned Rat,PS,1996,Strategy,Mindscape,"$110,000","$70,000",$0,"$10,000","$190,000"
1718,Warhawk,PS,1995,Simulation,Sony Computer Entertainment,"$250,000","$170,000",$0,"$30,000","$460,000"
1719,Warpath: Jurassic Park,PS,1998,Fighting,Electronic Arts,"$150,000","$100,000",$0,"$20,000","$280,000"
1720,Warriors of Might and Magic,PS,2001,Adventure,3DO,"$70,000","$50,000",$0,"$10,000","$130,000"
1721,Warzone 2100,PS,1999,Strategy,Eidos Interactive,"$2,790,000","$1,890,000",$0,"$330,000","$5,010,000"
1722,Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,"$30,000","$20,000",$0,$0,"$50,000"
1723,Wheel of Fortune,PS,1998,Misc,Hasbro Interactive,"$990,000","$220,000",$0,"$40,000","$1,260,000"
1724,Wheel of Fortune: 2nd Edition,PS,2000,Misc,Hasbro Interactive,"$230,000","$160,000",$0,"$30,000","$410,000"
1725,Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,"$450,000","$300,000",$0,"$50,000","$800,000"
1726,Wild 9,PS,1998,Action,Interplay,"$130,000","$90,000",$0,"$20,000","$240,000"
1727,Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,"$260,000","$170,000","$460,000","$60,000","$950,000"
1728,Wild ARMs 2,PS,1999,Role-Playing,Sony Computer Entertainment,"$190,000","$130,000","$310,000","$40,000","$670,000"
1729,Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,"$90,000","$60,000",$0,"$10,000","$160,000"
1730,Wing Commander IV: The Price of Freedom,PS,1997,Simulation,Origin Systems,"$50,000","$30,000",$0,"$10,000","$90,000"
1731,Winning Post 3,PS,1998,Racing,Tecmo Koei,$0,$0,"$140,000","$10,000","$150,000"
1732,Winning Post 4,PS,1999,Sports,Tecmo Koei,$0,$0,"$140,000","$10,000","$150,000"
1733,WipEout,PS,1995,Action,Psygnosis,"$260,000","$180,000",$0,"$30,000","$470,000"
1734,WipEout 3,PS,1999,Racing,Psygnosis,"$190,000","$130,000",$0,"$20,000","$340,000"
1735,WipEout XL,PS,1996,Racing,Psygnosis,"$140,000","$100,000",$0,"$20,000","$250,000"
1736,Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,$0,$0,"$140,000","$10,000","$150,000"
1737,Wizardry: Llylgamyn Saga,PS,1998,Role-Playing,Locus,$0,$0,"$70,000",$0,"$70,000"
1738,Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,"$60,000","$40,000",$0,"$10,000","$110,000"
1739,World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,"$70,000","$50,000",$0,"$10,000","$130,000"
1740,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,"$90,000","$60,000",$0,"$10,000","$170,000"
1741,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000,Sports,Konami Digital Entertainment,$0,$0,"$390,000","$30,000","$410,000"
1742,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,$0,$0,"$750,000","$50,000","$810,000"
1743,World Soccer Winning Eleven 2002,PS,2002,Sports,Konami Digital Entertainment,$0,$0,"$120,000","$10,000","$130,000"
1744,World Stadium 2,PS,1998,Sports,Namco Bandai Games,$0,$0,"$420,000","$30,000","$450,000"
1745,World Stadium 3,PS,1999,Sports,Namco Bandai Games,$0,$0,"$310,000","$20,000","$330,000"
1746,World Stadium 4,PS,2000,Sports,Namco Bandai Games,$0,$0,"$150,000","$10,000","$160,000"
1747,World Stadium 5,PS,2001,Sports,Namco Bandai Games,$0,$0,"$90,000","$10,000","$90,000"
1748,World Stadium EX,PS,1996,Sports,Namco Bandai Games,$0,$0,"$410,000","$30,000","$440,000"
1749,World of Dragon Warrior - Torneko: The Last Hope,PS,1999,Role-Playing,Enix Corporation,"$20,000","$10,000","$580,000","$40,000","$650,000"
1750,World's Scariest Police Chases,PS,2001,Racing,Activision,"$200,000","$140,000",$0,"$20,000","$360,000"
1751,Worms Armageddon,PS,1999,Strategy,Microprose,"$180,000","$810,000",$0,"$80,000","$1,060,000"
1752,Wreckin Crew,PS,1998,Racing,Telstar,"$50,000","$30,000",$0,"$10,000","$80,000"
1753,Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,"$270,000","$180,000",$0,"$30,000","$480,000"
1754,X-COM: UFO Defense,PS,1995,Strategy,Microprose,"$50,000","$40,000",$0,"$10,000","$90,000"
1755,X-Men vs. Street Fighter,PS,1997,Fighting,Capcom,"$160,000","$110,000","$120,000","$30,000","$420,000"
1756,X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,"$60,000","$40,000",$0,"$10,000","$100,000"
1757,X-Men: Mutant Academy 2,PS,2001,Fighting,Activision,"$400,000","$270,000",$0,"$50,000","$720,000"
1758,XS Airboat Racing,PS,2002,Racing,XS Games,"$130,000","$90,000",$0,"$20,000","$240,000"
1759,Xena: Warrior Princess,PS,1998,Adventure,Electronic Arts,"$330,000","$230,000",$0,"$40,000","$600,000"
1760,Xenogears,PS,1998,Role-Playing,SquareSoft,"$290,000","$190,000","$890,000","$100,000","$1,460,000"
1761,Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,"$10,000","$10,000","$110,000","$10,000","$140,000"
1762,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,1998,Adventure,Sony Computer Entertainment,$0,$0,"$190,000","$10,000","$210,000"
1763,Yarudora Series Vol.1: Double Cast,PS,1998,Adventure,Sony Computer Entertainment,$0,$0,"$350,000","$20,000","$370,000"
1764,You Don't Know Jack,PS,1999,Misc,Vivendi Games,"$220,000","$150,000",$0,"$30,000","$400,000"
1765,You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,"$60,000","$40,000",$0,"$10,000","$100,000"
1766,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,"$1,370,000","$440,000",$0,"$80,000","$1,880,000"
1767,Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999,Role-Playing,Konami Digital Entertainment,$0,$0,"$450,000","$30,000","$480,000"
1768,Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Konami Digital Entertainment,$0,$0,"$260,000","$20,000","$280,000"
1769,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,$0,$0,"$120,000","$10,000","$120,000"
1770,Zero Divide,PS,1995,Fighting,Ocean,"$30,000","$20,000",$0,$0,"$60,000"
1771,Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore,"$20,000","$10,000",$0,$0,"$30,000"
1772,Zoop,PS,1995,Puzzle,MediaQuest,"$30,000","$20,000",$0,$0,"$50,000"
1773,All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,$0,$0,"$150,000",$0,"$150,000"
1774,America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,$0,$0,"$20,000",$0,"$20,000"
1775,Baku Baku,SAT,1995,Puzzle,Sega,$0,$0,"$50,000",$0,"$50,000"
1776,Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,$0,$0,"$120,000",$0,"$120,000"
1777,Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,$0,$0,"$30,000",$0,"$30,000"
1778,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996,Misc,ASK,$0,$0,"$30,000",$0,"$30,000"
1779,Black/Matrix,SAT,1998,Strategy,NEC Interchannel,$0,$0,"$80,000",$0,"$80,000"
1780,Blazing Heroes,SAT,1995,Role-Playing,Sega,$0,$0,"$300,000",$0,"$300,000"
1781,Burning Rangers,SAT,1998,Platform,Sega,$0,$0,"$60,000",$0,"$60,000"
1782,Center Ring Boxing,SAT,1994,Fighting,JVC,$0,$0,"$120,000",$0,"$120,000"
1783,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,$0,$0,"$100,000",$0,"$100,000"
1784,Clockwork Knight,SAT,1994,Platform,Sega,$0,$0,"$90,000",$0,"$90,000"
1785,Code R,SAT,1998,Adventure,Quintet,$0,$0,"$20,000",$0,"$20,000"
1786,Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,$0,$0,"$420,000",$0,"$420,000"
1787,Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,$0,$0,"$100,000",$0,"$100,000"
1788,Darius II,SAT,1995,Shooter,Taito,$0,$0,"$30,000",$0,"$30,000"
1789,Daytona USA,SAT,1994,Racing,Sega,$0,$0,"$550,000",$0,"$550,000"
1790,Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,$0,$0,"$140,000",$0,"$140,000"
1791,Dead or Alive,SAT,1997,Fighting,Tecmo Koei,$0,$0,"$180,000",$0,"$180,000"
1792,Decathlete,SAT,1994,Sports,Sega,$0,$0,"$300,000",$0,"$300,000"
1793,Deep Fear,SAT,1998,Adventure,Sega,$0,$0,"$80,000",$0,"$80,000"
1794,Derby Stallion,SAT,1999,Sports,ASCII Entertainment,$0,$0,"$90,000",$0,"$90,000"
1795,Desire,SAT,1997,Adventure,Imadio,$0,$0,"$140,000",$0,"$140,000"
1796,Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,$0,$0,"$130,000",$0,"$130,000"
1797,Doukoku Shoshite...,SAT,1998,Adventure,Data East,$0,$0,"$110,000",$0,"$110,000"
1798,Doukyuusei 2,SAT,1997,Role-Playing,NEC Interchannel,$0,$0,"$130,000",$0,"$130,000"
1799,Doukyuusei if,SAT,1996,Role-Playing,NEC,$0,$0,"$260,000",$0,"$260,000"
1800,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,Fighting,Namco Bandai Games,$0,$0,"$150,000",$0,"$150,000"
1801,Dragon Ball Z: Shin Butouden,SAT,1995,Fighting,Namco Bandai Games,$0,$0,"$90,000",$0,"$90,000"
1802,Dragon Force,SAT,1996,Strategy,Sega,$0,$0,"$300,000",$0,"$300,000"
1803,Dragon Force II: Kamisarishi Daichi ni,SAT,1998,Strategy,Sega,$0,$0,"$80,000",$0,"$80,000"
1804,E0: Enemy Zero,SAT,1996,Adventure,Sega,$0,$0,"$410,000",$0,"$410,000"
1805,EVE: burst error,SAT,1997,Adventure,Imagineer,$0,$0,"$210,000",$0,"$210,000"
1806,Eve: The Lost One,SAT,1998,Adventure,Imagineer,$0,$0,"$160,000",$0,"$160,000"
1807,F1 Challenge,SAT,1994,Racing,Sega,$0,$0,"$180,000",$0,"$180,000"
1808,Fighters MEGAMiX,SAT,1996,Fighting,Sega,$0,$0,"$620,000",$0,"$620,000"
1809,Fighting Vipers,SAT,1995,Fighting,Sega,$0,$0,"$400,000",$0,"$400,000"
1810,Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,$0,$0,"$120,000",$0,"$120,000"
1811,GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,$0,$0,"$80,000",$0,"$80,000"
1812,Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,$0,$0,"$250,000",$0,"$250,000"
1813,Galaxy Fight,SAT,1994,Fighting,Sunsoft,$0,$0,"$40,000",$0,"$40,000"
1814,Gale Racer,SAT,1994,Racing,Sega,$0,$0,"$70,000",$0,"$70,000"
1815,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,$0,$0,"$50,000",$0,"$50,000"
1816,Golden Axe: The Duel,SAT,1994,Fighting,Sega,$0,$0,"$50,000",$0,"$50,000"
1817,Grandia,SAT,1997,Role-Playing,ESP,$0,$0,"$420,000",$0,"$420,000"
1818,Guardian Heroes,SAT,1995,Role-Playing,Sega,$0,$0,"$290,000",$0,"$290,000"
1819,GunGriffon,SAT,1995,Simulation,Sega,$0,$0,"$190,000",$0,"$190,000"
1820,GunGriffon II,SAT,1998,Simulation,ESP,$0,$0,"$60,000",$0,"$60,000"
1821,Gunbird,SAT,1995,Shooter,Atlus,$0,$0,"$60,000",$0,"$60,000"
1822,Hanagumi Taisen Columns,SAT,1997,Puzzle,Sega,$0,$0,"$120,000",$0,"$120,000"
1823,Hang On GP,SAT,1995,Racing,Sega,$0,$0,"$70,000",$0,"$70,000"
1824,Hankou Shashin,SAT,1996,Adventure,Imagineer,$0,$0,"$30,000",$0,"$30,000"
1825,Haunted Casino,SAT,1996,Adventure,Societa,$0,$0,"$40,000",$0,"$40,000"
1826,High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,$0,$0,"$120,000",$0,"$120,000"
1827,Highschool Terra Story,SAT,1998,Adventure,KID,$0,$0,"$30,000",$0,"$30,000"
1828,Idol Janshi Suchie-Pai Remix,SAT,1995,Misc,Jaleco,$0,$0,"$100,000",$0,"$100,000"
1829,Iron Storm,SAT,1995,Shooter,Sega,$0,$0,"$340,000",$0,"$340,000"
1830,J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Sports,Sega,$0,$0,"$260,000",$0,"$260,000"
1831,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,$0,$0,"$490,000",$0,"$490,000"
1832,J-League Victory Goal,SAT,1995,Sports,Sega,$0,$0,"$150,000",$0,"$150,000"
1833,J-League Victory Goal '96,SAT,1996,Sports,Sega,$0,$0,"$290,000",$0,"$290,000"
1834,Kakyuusei,SAT,1997,Strategy,Elf,$0,$0,"$280,000",$0,"$280,000"
1835,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,$0,$0,"$220,000",$0,"$220,000"
1836,Kekkon Zenya,SAT,1995,Adventure,Shogakukan,$0,$0,"$50,000",$0,"$50,000"
1837,Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,$0,$0,"$60,000",$0,"$60,000"
1838,Kidou Senkan Nadesico,SAT,1997,Strategy,Sega,$0,$0,"$150,000",$0,"$150,000"
1839,Kidou Senshi Gundam: Giren no Yabou,SAT,1998,Strategy,Namco Bandai Games,$0,$0,"$250,000",$0,"$250,000"
1840,Langrisser III,SAT,1996,Strategy,NCS,$0,$0,"$200,000",$0,"$200,000"
1841,Langrisser IV,SAT,1997,Strategy,NCS,$0,$0,"$110,000",$0,"$110,000"
1842,Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,$0,$0,"$90,000",$0,"$90,000"
1843,Last Bronx,SAT,1996,Fighting,Sega,$0,$0,"$130,000",$0,"$130,000"
1844,Lunacy,SAT,1996,Adventure,Sega,$0,$0,"$110,000",$0,"$110,000"
1845,Lunar 2: Eternal Blue,SAT,1998,Role-Playing,Kadokawa Shoten,$0,$0,"$120,000",$0,"$120,000"
1846,Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,$0,$0,"$230,000",$0,"$230,000"
1847,Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,Kadokawa Shoten,$0,$0,"$210,000",$0,"$210,000"
1848,Madou Monogatari,SAT,1998,Role-Playing,Compile,$0,$0,"$30,000",$0,"$30,000"
1849,Marvel Super Heroes,SAT,1997,Fighting,Capcom,$0,$0,"$60,000",$0,"$60,000"
1850,Mega Man 8 Anniversary Collector's Edition,SAT,1997,Platform,Capcom,$0,$0,"$60,000",$0,"$60,000"
1851,Mega Man X4,SAT,1997,Action,Capcom,$0,$0,"$70,000",$0,"$70,000"
1852,Mobile Suit Gundam,SAT,1995,Action,Namco Bandai Games,$0,$0,"$410,000",$0,"$410,000"
1853,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996,Shooter,Namco Bandai Games,$0,$0,"$280,000",$0,"$280,000"
1854,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Shooter,Namco Bandai Games,$0,$0,"$200,000",$0,"$200,000"
1855,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,$0,$0,"$150,000",$0,"$150,000"
1856,Momotaro Douchuuki,SAT,1997,Misc,Hudson Soft,$0,$0,"$130,000",$0,"$130,000"
1857,Myst,SAT,1994,Adventure,Sunsoft,$0,$0,"$60,000",$0,"$60,000"
1858,Neon Genesis Evangelion,SAT,1996,Adventure,Sega,$0,$0,"$440,000",$0,"$440,000"
1859,Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,$0,$0,"$420,000",$0,"$420,000"
1860,NiGHTS into dreams...,SAT,1996,Platform,Sega,$0,$0,"$430,000",$0,"$430,000"
1861,Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,Virgin Interactive,$0,$0,"$340,000",$0,"$340,000"
1862,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Misc,Sonnet,$0,$0,"$20,000",$0,"$20,000"
1863,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,$0,$0,"$120,000",$0,"$120,000"
1864,Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,Tecmo Koei,$0,$0,"$110,000",$0,"$110,000"
1865,Nonomura Byoin no Hitobito,SAT,1996,Adventure,Elf,$0,$0,"$360,000",$0,"$360,000"
1866,Ojyousama Express,SAT,1998,Strategy,Media Works,$0,$0,"$30,000",$0,"$30,000"
1867,Panzer Dragoon,SAT,1995,Shooter,Sega,$0,$0,"$370,000",$0,"$370,000"
1868,Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,$0,$0,"$310,000",$0,"$310,000"
1869,Panzer Dragoon Saga,SAT,1997,Role-Playing,Sega,$0,$0,"$110,000",$0,"$110,000"
1870,Parodius,SAT,1995,Shooter,Konami Digital Entertainment,$0,$0,"$160,000",$0,"$170,000"
1871,Pebble Beach Golf Links,SAT,1994,Sports,Sega,$0,$0,"$20,000",$0,"$20,000"
1872,Pocket Fighter,SAT,1998,Fighting,Capcom,$0,$0,"$30,000",$0,"$30,000"
1873,Princess Maker 2,SAT,1995,Simulation,Micro Cabin,$0,$0,"$80,000",$0,"$80,000"
1874,Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,$0,$0,"$210,000",$0,"$210,000"
1875,Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,Sega,$0,$0,"$90,000",$0,"$90,000"
1876,Pro Yakyuu Team o Tsukurou!,SAT,1998,Sports,Sega,$0,$0,"$250,000",$0,"$250,000"
1877,Puyo Puyo Sun,SAT,1997,Puzzle,Compile,$0,$0,"$600,000",$0,"$600,000"
1878,Quo Vadis,SAT,1995,Strategy,Glams,$0,$0,"$80,000",$0,"$80,000"
1879,Radiant Silvergun,SAT,1998,Shooter,ESP,$0,$0,"$30,000",$0,"$30,000"
1880,Rampo,SAT,1995,Adventure,Sega,$0,$0,"$30,000",$0,"$30,000"
1881,Real Bout Garou Densetsu,SAT,1996,Fighting,SNK,$0,$0,"$100,000",$0,"$100,000"
1882,Real Sound: Kaze no Riguretto,SAT,1997,Adventure,Warp,$0,$0,"$70,000",$0,"$70,000"
1883,Resident Evil,SAT,1997,Action,Capcom,$0,$0,"$170,000",$0,"$170,000"
1884,Robotica,SAT,1994,Shooter,Sega,$0,$0,"$60,000",$0,"$60,000"
1885,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,$0,$0,"$530,000",$0,"$530,000"
1886,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,$0,$0,"$110,000",$0,"$110,000"
1887,Sakura Wars,SAT,1996,Adventure,Sega,$0,$0,"$550,000",$0,"$550,000"
1888,San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,$0,$0,"$120,000",$0,"$120,000"
1889,Saturn Bomberman,SAT,1996,Puzzle,Sega,$0,$0,"$150,000",$0,"$150,000"
1890,Sega Rally Championship,SAT,1995,Racing,Sega,"$210,000","$160,000","$770,000","$20,000","$1,160,000"
1891,Sega Touring Car Championship,SAT,1996,Racing,Sega,$0,$0,"$110,000",$0,"$110,000"
1892,Sentimental Graffiti,SAT,1998,Adventure,NEC Interchannel,$0,$0,"$250,000",$0,"$250,000"
1893,Sentimental Graffiti: First Window,SAT,1997,Adventure,NEC Interchannel,$0,$0,"$80,000",$0,"$80,000"
1894,Shin Megami Tensei: Devil Summoner,SAT,1995,Role-Playing,Atlus,$0,$0,"$380,000",$0,"$380,000"
1895,Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997,Role-Playing,Atlus,$0,$0,"$310,000",$0,"$310,000"
1896,Shining Force III,SAT,1997,Strategy,Sega,$0,$0,"$130,000",$0,"$130,000"
1897,Shining Force III: Scenario 2,SAT,1998,Strategy,Sega,$0,$0,"$50,000",$0,"$50,000"
1898,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,Sega,$0,$0,"$110,000",$0,"$110,000"
1899,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Shooter,Gaga,$0,$0,"$20,000",$0,"$20,000"
1900,SimCity 2000,SAT,1994,Simulation,Sega,$0,$0,"$280,000",$0,"$280,000"
1901,Slayers Royal 2,SAT,1998,Role-Playing,Kadokawa Shoten,$0,$0,"$80,000",$0,"$80,000"
1902,Sonic Jam,SAT,1997,Platform,Sega,$0,$0,"$120,000",$0,"$120,000"
1903,Sound Novel Machi,SAT,1998,Adventure,ChunSoft,$0,$0,"$90,000",$0,"$90,000"
1904,Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,$0,$0,"$320,000",$0,"$320,000"
1905,Street Fighter Alpha: Warriors' Dreams,SAT,1996,Fighting,Capcom,$0,$0,"$350,000",$0,"$350,000"
1906,Street Fighter Collection,SAT,1996,Fighting,Capcom,$0,$0,"$110,000",$0,"$110,000"
1907,Strikers 1945,SAT,1996,Shooter,Atlus,$0,$0,"$50,000",$0,"$50,000"
1908,Super Real Mahjong Graffiti,SAT,1995,Misc,Seta Corporation,$0,$0,"$70,000",$0,"$70,000"
1909,Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,$0,$0,"$190,000",$0,"$190,000"
1910,Super Robot Taisen F,SAT,1997,Strategy,Banpresto,$0,$0,"$550,000",$0,"$550,000"
1911,Super Robot Taisen F Kanketsuhen,SAT,1998,Strategy,Banpresto,$0,$0,"$550,000",$0,"$550,000"
1912,Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,$0,$0,"$100,000",$0,"$100,000"
1913,Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,$0,$0,"$60,000",$0,"$60,000"
